"Gene" "Weight_wo_mod" "M6ARatio" "M6AWeight" "Weight_w_M6A"
"TMEM214" 956023.6 0.250553316 24.054 956047.654
"TMEM215" 1714595.4 0 0 1714595.4
"TMEM216" 432462.2 0 0 432462.2
"TMEM217" 741990.2 0 0 741990.2
"TMEM217B" 446893.6 0 0 446893.6
"TMEM218" 1460787.4 0.276645622 0 1460787.4
"TMEM219" 413954.4 0.078791982 0 413954.4
"TMEM220" 903747.6 0 0 903747.6
"TMEM220-AS1" 445434.4 0 0 445434.4
"TMEM221" 653383.2 0 0 653383.2
"TMEM222" 917709.2 0.217517886 12.027 917721.227
"TMEM223" 409335.6 0.789227962 12.027 409347.627
"TMEM225" 365455.2 0 0 365455.2
"TMEM225B" 432117 0 0 432117
"TMEM229A" 689366.4 0 0 689366.4
"TMEM229B" 1346461 0 0 1346461
"TMEM229BP1" 153664.2 0 0 153664.2
"TMEM230" 555462 0.07412728 12.027 555474.027
"TMEM230P1" 121466 0 0 121466
"TMEM230P2" 82626.8 0 0 82626.8
"TMEM231" 1363550.4 0.639394106 24.054 1363574.454
"TMEM231P1" 204785.4 0 0 204785.4
"TMEM232" 1353627.4 0 0 1353627.4
"TMEM233" 890779 0 0 890779
"TMEM234" 878982.2 0.676111623 12.027 878994.227
"TMEM235" 732455.4 0 0 732455.4
"TMEM236" 1767809 0 0 1767809
"TMEM237" 1800818 0.118421368 12.027 1800830.027
"TMEM238" 224279 0.124937447 0 224279
"TMEM238L" 492316 0 0 492316
"TMEM239" 1252110.4 0 0 1252110.4
"TMEM240" 448498.2 0 0 448498.2
"TMEM241" 958890.8 0.140601277 0 958890.8
"TMEM242" 1392139.4 0 0 1392139.4
"TMEM242-DT" 165926.8 0 0 165926.8
"TMEM243" 409444.6 0.148276392 12.027 409456.627
"TMEM244" 188431.8 0 0 188431.8
"TMEM245" 2566222.8 0.113593089 24.054 2566246.854
"TMEM246-AS1" 362502.4 0 0 362502.4
"TMEM247" 219673 0 0 219673
"TMEM248" 1355541.8 0.417018412 24.054 1355565.854
"TMEM248P1" 304845.2 0 0 304845.2
"TMEM249" 567400.4 0 0 567400.4
"TMEM25" 1042579.2 0 0 1042579.2
"TMEM250" 911065.4 0 24.054 911089.454
"TMEM252" 405851.2 0 0 405851.2
"TMEM252-DT" 559036.8 0 0 559036.8
"TMEM253" 516537.2 0 0 516537.2
"TMEM254" 689027.8 0.069535034 12.027 689039.827
"TMEM254-AS1" 1005923.2 0 0 1005923.2
"TMEM255A" 1085466.8 0 0 1085466.8
"TMEM255B" 1971597.4 0.415542321 0 1971597.4
"TMEM256" 163725.2 0 0 163725.2
"TMEM256-PLSCR3" 822011.4 0 0 822011.4
"TMEM256P1" 109199 0 0 109199
"TMEM256P2" 109518.2 0 0 109518.2
"TMEM258" 542427.4 0.029045015 0 542427.4
"TMEM258P1" 75129 0 0 75129
"TMEM259" 887827.6 0.446779583 24.054 887851.654
"TMEM26" 1630640.4 0 0 1630640.4
"TMEM26-AS1" 277894.6 0 0 277894.6
"TMEM260" 1367611.8 0.481476727 0 1367611.8
"TMEM262" 1330431.8 0 0 1330431.8
"TMEM263" 1075493.8 0 24.054 1075517.854
"TMEM263-DT" 474464.2 0 0 474464.2
"TMEM265" 528855.8 0 0 528855.8
"TMEM266" 763977.4 0 0 763977.4
"TMEM267" 944651 0 0 944651
"TMEM268" 1470420.6 0 36.081 1470456.681
"TMEM269" 1145492 0 0 1145492
"TMEM270" 309206.2 0 0 309206.2
"TMEM271" 778998.2 0 0 778998.2
"TMEM272" 1334396.6 0 0 1334396.6
"TMEM273" 665778 0 0 665778
"TMEM274P" 142195.8 0 0 142195.8
"TMEM275" 683311.4 0 0 683311.4
"TMEM276" 475844.4 0 0 475844.4
"TMEM276-ZFTRAF1" 650677 0 0 650677
"TMEM277P" 335287.4 0 0 335287.4
"TMEM30A" 1493830.6 0.345426937 36.081 1493866.681
"TMEM30A-DT" 1741865.8 0 0 1741865.8
"TMEM30B" 1272758.8 0 0 1272758.8
"TMEM30BP1" 340221.4 0 0 340221.4
"TMEM30CP" 332011 0 0 332011
"TMEM31" 234218.4 0 0 234218.4
"TMEM33" 2369720.8 0.047909307 12.027 2369732.827
"TMEM35A" 653688.8 0 0 653688.8
"TMEM35B" 343016.2 0 0 343016.2
"TMEM37" 541938.4 0.728394107 0 541938.4
"TMEM38A" 846474.2 0.230310791 0 846474.2
"TMEM38B" 1266763.2 0.02450676 0 1266763.2
"TMEM38BP1" 268651.2 0 0 268651.2
"TMEM39A" 1557474.6 0.260125109 24.054 1557498.654
"TMEM39B" 668157.4 0.176876366 24.054 668181.454
"TMEM40" 652017 0 0 652017
"TMEM41A" 1581218.2 0.6704574 24.054 1581242.254
"TMEM41B" 1231576.6 0.223905863 24.054 1231600.654
"TMEM42" 987853.2 0 0 987853.2
"TMEM43" 1037200 0.55391882 36.081 1037236.081
"TMEM44" 802104 0 0 802104
"TMEM44-AS1" 365901 0 0 365901
"TMEM44-AS2" 320181.4 0 0 320181.4
"TMEM45A" 1473687 0.097647092 12.027 1473699.027
"TMEM45B" 709143 0 0 709143
"TMEM47" 1295246 0 12.027 1295258.027
"TMEM50A" 726591.2 0.284453946 0 726591.2
"TMEM50B" 981473.4 0 0 981473.4
"TMEM51" 635010.2 0.925127197 0 635010.2
"TMEM51-AS1" 2281372 0 0 2281372
"TMEM51-AS2" 141475.2 0 0 141475.2
"TMEM52" 359077.6 0 0 359077.6
"TMEM52B" 885627.8 0 0 885627.8
"TMEM53" 719291.2 0.322720033 0 719291.2
"TMEM54" 331606 0.056462241 0 331606
"TMEM59" 2068615.4 0.068913532 12.027 2068627.427
"TMEM59L" 551622.4 0.413451805 0 551622.4
"TMEM60" 280775.4 0.801065207 0 280775.4
"TMEM61" 404786.2 0 0 404786.2
"TMEM62" 869219.4 0.345511959 0 869219.4
"TMEM63A" 1738707.4 0.259611054 0 1738707.4
"TMEM63B" 1066199.6 0.178093107 12.027 1066211.627
"TMEM63C" 1722981.6 0 0 1722981.6
"TMEM64" 1597373.4 0.132437016 12.027 1597385.427
"TMEM65" 2895154.6 0.272279577 12.027 2895166.627
"TMEM67" 1849854.8 0.104377076 0 1849854.8
"TMEM68" 827668.6 0.13184474 0 827668.6
"TMEM69" 467648 0.16813125 0 467648
"TMEM69P1" 74503.6 0 0 74503.6
"TMEM69P2" 230121 0 0 230121
"TMEM70" 653197.4 0.259298041 24.054 653221.454
"TMEM71" 659999.4 0 0 659999.4
"TMEM72" 928432 0 0 928432
"TMEM72-AS1" 1407725.2 0 0 1407725.2
"TMEM74" 2016588.6 0 0 2016588.6
"TMEM74B" 606233.2 0.937071103 0 606233.2
"TMEM78" 698023 0 0 698023
"TMEM79" 785349.4 0.804797941 24.054 785373.454
"TMEM80" 657287.4 0.355745831 0 657287.4
"TMEM81" 428682.4 0 0 428682.4
"TMEM82" 463527.6 0 0 463527.6
"TMEM86A" 1159823.4 0 0 1159823.4
"TMEM86B" 656004.8 0 0 656004.8
"TMEM87A" 951857.8 0.159519916 24.054 951881.854
"TMEM87B" 1654631.4 0.076440295 24.054 1654655.454
"TMEM88" 279837.8 0 0 279837.8
"TMEM88B" 1037900.4 0 0 1037900.4
"TMEM89" 185458.2 0 0 185458.2
"TMEM8B" 4712264 0 0 4712264
"TMEM9" 926486.4 0.105053408 0 926486.4
"TMEM91" 594802.6 0 0 594802.6
"TMEM92" 890724.4 0.877391779 12.027 890736.427
"TMEM92-AS1" 242605 0 0 242605
"TMEM94" 1807827.4 0 12.027 1807839.427
"TMEM95" 382065.2 0 0 382065.2
"TMEM97" 789080.6 0 24.054 789104.654
"TMEM97P1" 144659.2 0 0 144659.2
"TMEM97P2" 128897.6 0 0 128897.6
"TMEM98" 1354504.6 0.059504279 12.027 1354516.627
"TMEM9B" 591255.8 0.430367842 12.027 591267.827
"TMEM9B-AS1" 1340537.2 0 0 1340537.2
"TMF1" 2213322.8 0.632260039 0 2213322.8
"TMF1P1" 121043.6 0 0 121043.6
"TMIE" 571778 0 0 571778
"TMIGD1" 394601.2 0 0 394601.2
"TMIGD2" 408512.4 0 0 408512.4
"TMIGD3" 533676.4 0 0 533676.4
"TMLHE" 1268946.4 0 0 1268946.4
"TMLHE-AS1" 547642.4 0 0 547642.4
"TMLHEP1" 87299.2 0 0 87299.2
"TMOD1" 1066390.2 0.392883086 0 1066390.2
"TMOD2" 2935786 0 0 2935786
"TMOD3" 2641683.4 0.111859355 36.081 2641719.481
"TMOD4" 398774.4 0 0 398774.4
"TMPO" 1329896.2 0.272599595 0 1329896.2
"TMPO-AS1" 1074708.4 0 0 1074708.4
"TMPOP1" 409385.4 0 0 409385.4
"TMPOP2" 387925.2 0 0 387925.2
"TMPPE" 1383005 0.627558946 36.081 1383041.081
"TMPRSS11A" 1060809.8 0 0 1060809.8
"TMPRSS11B" 849580 0 0 849580
"TMPRSS11BNL" 406322.4 0 0 406322.4
"TMPRSS11CP" 219908.6 0 0 219908.6
"TMPRSS11D" 895526.4 0 0 895526.4
"TMPRSS11E" 682035.4 0 0 682035.4
"TMPRSS11F" 667718.4 0 0 667718.4
"TMPRSS11GP" 387391.8 0 0 387391.8
"TMPRSS12" 1066173.2 0 0 1066173.2
"TMPRSS13" 1092806.4 0 0 1092806.4
"TMPRSS15" 1308590.2 0 0 1308590.2
"TMPRSS2" 1316596 0 0 1316596
"TMPRSS3" 955219.8 0 0 955219.8
"TMPRSS4" 1785406 0 0 1785406
"TMPRSS5" 754084 0 0 754084
"TMPRSS6" 1074800.2 0 0 1074800.2
"TMPRSS7" 908474.4 0 0 908474.4
"TMPRSS9" 1153534.2 0 0 1153534.2
"TMSB10" 149107.2 0.051230655 0 149107.2
"TMSB10P1" 43187.4 0 0 43187.4
"TMSB10P2" 42797.2 0 0 42797.2
"TMSB15A" 203192.8 0 12.027 203204.827
"TMSB15B" 702316.2 0 0 702316.2
"TMSB15B-AS1" 653468.8 0 0 653468.8
"TMSB15C" 733421.2 0 0 733421.2
"TMSB4X" 548552.4 0.199771429 0 548552.4
"TMSB4XP1" 44069 0 0 44069
"TMSB4XP2" 67761 0 0 67761
"TMSB4XP3" 36998.8 0 0 36998.8
"TMSB4XP4" 198985.6 0 0 198985.6
"TMSB4XP6" 44046 0 0 44046
"TMSB4XP8" 44044 0 0 44044
"TMSB4Y" 430097.4 0 0 430097.4
"TMT1A" 1309248.2 0 0 1309248.2
"TMT1AP1" 160035.2 0 0 160035.2
"TMT1B" 422453.2 0 0 422453.2
"TMTC1" 2896572.4 0.253685214 12.027 2896584.427
"TMTC2" 1992195.2 0 0 1992195.2
"TMTC3" 2304143.4 0.542641199 24.054 2304167.454
"TMTC4" 1255995.2 0.088048979 12.027 1256007.227
"TMUB1" 504519.6 0.384562292 12.027 504531.627
"TMUB2" 777013.6 0.443610144 12.027 777025.627
"TMX1" 1289491 0.091976352 12.027 1289503.027
"TMX1P1" 265281.6 0 0 265281.6
"TMX1P2" 216779.6 0 0 216779.6
"TMX2" 544686.4 0.14920271 0 544686.4
"TMX2P1" 227836.6 0 0 227836.6
"TMX3" 1519095.4 0.234821012 12.027 1519107.427
"TMX4" 1957848.6 0.407984752 12.027 1957860.627
"TMX4-AS1" 1156818.6 0 0 1156818.6
"TNC" 2739825 0.553028549 48.108 2739873.108
"TNF" 538209.6 0 0 538209.6
"TNFAIP1" 1146674 0 24.054 1146698.054
"TNFAIP2" 1525546.2 0.351034728 36.081 1525582.281
"TNFAIP3" 1745939.4 0.61478343 24.054 1745963.454
"TNFAIP6" 456421.4 0 0 456421.4
"TNFAIP8" 2241286.2 0.764379512 24.054 2241310.254
"TNFAIP8L1" 1240046 0.726364276 0 1240046
"TNFAIP8L2" 373370.6 0 0 373370.6
"TNFAIP8L3" 728643.4 0 0 728643.4
"TNFRSF10A" 867693 0 0 867693
"TNFRSF10A-AS1" 204097.4 0 0 204097.4
"TNFRSF10A-DT" 629192 0 0 629192
"TNFRSF10B" 1284963.6 0.433727804 36.081 1284999.681
"TNFRSF10C" 449045 0 0 449045
"TNFRSF10D" 1135323 0 0 1135323
"TNFRSF11A" 2618924.6 0 0 2618924.6
"TNFRSF11B" 670399.4 0.40667247 0 670399.4
"TNFRSF12A" 541915.6 0.220774209 0 541915.6
"TNFRSF13B" 641642.6 0 0 641642.6
"TNFRSF13C" 1256881.6 0.730435218 0 1256881.6
"TNFRSF14" 1369089 0 0 1369089
"TNFRSF14-AS1" 1167347.6 0 0 1167347.6
"TNFRSF17" 285451.2 0 0 285451.2
"TNFRSF18" 350036.6 0 0 350036.6
"TNFRSF19" 1424069.6 0 0 1424069.6
"TNFRSF1A" 959166 0.474802175 12.027 959178.027
"TNFRSF1B" 1188349.4 0 0 1188349.4
"TNFRSF21" 1153773 0.726533231 24.054 1153797.054
"TNFRSF25" 1122823.6 0 0 1122823.6
"TNFRSF4" 550597.4 0 0 550597.4
"TNFRSF6B" 367198 0 0 367198
"TNFRSF8" 1211312 0.85775202 36.081 1211348.081
"TNFRSF9" 1883956.4 0.102238046 0 1883956.4
"TNFSF10" 603748.2 0 0 603748.2
"TNFSF11" 707951.2 0 0 707951.2
"TNFSF12" 523258 0 0 523258
"TNFSF12-TNFSF13" 585257.2 0 0 585257.2
"TNFSF13" 703280 0 0 703280
"TNFSF13B" 838705.8 0 0 838705.8
"TNFSF14" 1445396.4 0 0 1445396.4
"TNFSF15" 2112805.6 0 0 2112805.6
"TNFSF18" 879427.8 0 0 879427.8
"TNFSF4" 1118546.4 0 0 1118546.4
"TNFSF8" 1215306.8 0 0 1215306.8
"TNFSF9" 523500.8 0.456113956 0 523500.8
"TNIK" 3181127.4 0.526096743 12.027 3181139.427
"TNIP1" 948876 0.484259182 0 948876
"TNIP2" 649839.2 0.370707995 0 649839.2
"TNIP2P1" 233348.8 0 0 233348.8
"TNIP3" 772776.4 0 0 772776.4
"TNK1" 1004605.4 0 0 1004605.4
"TNK2" 1909707 0.682026422 36.081 1909743.081
"TNK2-AS1" 673565.2 0 0 673565.2
"TNKS" 3086764.4 0 0 3086764.4
"TNKS1BP1" 1923288.4 0.914020073 60.135 1923348.535
"TNKS2" 2005545.4 0.075479228 12.027 2005557.427
"TNKS2-DT" 264500.6 0 0 264500.6
"TNMD" 387977 0 0 387977
"TNN" 1629687.4 0 0 1629687.4
"TNNC1" 235515.4 0.395157084 0 235515.4
"TNNC2" 253661 0 0 253661
"TNNI1" 1974933.4 0 0 1974933.4
"TNNI2" 244052.2 0 0 244052.2
"TNNI3" 321459.4 0 0 321459.4
"TNNI3K" 969504.8 0 0 969504.8
"TNNT1" 361034.2 0.501593226 0 361034.2
"TNNT2" 973404.8 0.624616776 0 973404.8
"TNNT3" 409362.6 0 0 409362.6
"TNP1" 131918.4 0 0 131918.4
"TNP2" 577945.2 0 0 577945.2
"TNPO1" 3536316 0.075728625 60.135 3536376.135
"TNPO1-DT" 159040.6 0 0 159040.6
"TNPO1P1" 365407.6 0 0 365407.6
"TNPO1P2" 855694 0 0 855694
"TNPO1P3" 854523.4 0 0 854523.4
"TNPO2" 1623250.2 0.174272411 0 1623250.2
"TNPO3" 1453073.8 0.294798315 36.081 1453109.881
"TNPO3P1" 263518 0 0 263518
"TNR" 4102085.8 0 0 4102085.8
"TNR-IT1" 203816 0 0 203816
"TNRC18" 3500810.8 0.785934053 72.162 3500882.962
"TNRC18P1" 1181118 0 0 1181118
"TNRC18P2" 875800.8 0 0 875800.8
"TNRC18P3" 868407.2 0 0 868407.2
"TNRC6A" 2732051.2 0.612178546 84.189 2732135.389
"TNRC6B" 5871193 0.474033289 60.135 5871253.135
"TNRC6B-DT" 479856.6 0 0 479856.6
"TNRC6C" 3346156.2 0 0 3346156.2
"TNS1" 3432107 0.509169022 60.135 3432167.135
"TNS1-AS1" 620606.4 0 0 620606.4
"TNS2" 1609836.8 0 24.054 1609860.854
"TNS2-AS1" 924803.6 0 0 924803.6
"TNS3" 2522188.4 0.66732738 60.135 2522248.535
"TNS4" 1310899.4 0 0 1310899.4
"TNXA" 655741.6 0 0 655741.6
"TNXB" 4465142.2 0 0 4465142.2
"TOB1" 717501.6 0.682328034 12.027 717513.627
"TOB1-AS1" 773075.6 0 0 773075.6
"TOB2" 1392801.4 0.503695778 36.081 1392837.481
"TOB2P1" 319053.4 0 0 319053.4
"TOE1" 700546.6 0.526879735 12.027 700558.627
"TOGARAM1" 2063777.8 0 12.027 2063789.827
"TOGARAM2" 2390488 0 0 2390488
"TOLLIP" 1180676.2 0.365407042 0 1180676.2
"TOLLIP-DT" 302275.8 0 0 302275.8
"TOM1" 845152.4 0.18979771 12.027 845164.427
"TOM1L1" 787047.4 0 0 787047.4
"TOM1L2" 1843858 0.452876949 72.162 1843930.162
"TOMM20" 1054510.6 0.068582502 12.027 1054522.627
"TOMM20L" 195370.4 0 0 195370.4
"TOMM20L-DT" 128287.8 0 0 128287.8
"TOMM20P1" 137789.4 0 0 137789.4
"TOMM20P2" 136015.2 0 0 136015.2
"TOMM20P3" 126014.8 0 0 126014.8
"TOMM20P4" 140466 0 0 140466
"TOMM22" 652247.2 0.192728867 0 652247.2
"TOMM22-DT" 556438.4 0 0 556438.4
"TOMM22P1" 100756.4 0 0 100756.4
"TOMM22P2" 76061.4 0 0 76061.4
"TOMM22P3" 111599 0 0 111599
"TOMM22P4" 108625.2 0 0 108625.2
"TOMM22P5" 141925.8 0 0 141925.8
"TOMM22P6" 131755.8 0 0 131755.8
"TOMM34" 634653.6 0.119523147 0 634653.6
"TOMM40" 1102669 0.091205637 0 1102669
"TOMM40L" 905302.4 0.759181021 24.054 905326.454
"TOMM40P1" 338993 0 0 338993
"TOMM40P2" 338609.8 0 0 338609.8
"TOMM40P3" 343590.8 0 0 343590.8
"TOMM40P4" 331662.4 0 0 331662.4
"TOMM5" 988992.2 0.314779467 0 988992.2
"TOMM6" 204314.4 0.089182727 0 204314.4
"TOMM7" 235006.2 0.057431239 0 235006.2
"TOMM70" 1319383 0 24.054 1319407.054
"TOMT" 473878.2 0 0 473878.2
"TONSL" 2132813.4 0.287705341 24.054 2132837.454
"TONSL-AS1" 137217.6 0 0 137217.6
"TOP1" 2598997.4 0.434845025 36.081 2599033.481
"TOP1MT" 652668.8 0.281285991 12.027 652680.827
"TOP1P1" 213695.2 0 0 213695.2
"TOP2A" 1834141 0.275812943 24.054 1834165.054
"TOP2B" 2522877.6 0.323850503 48.108 2522925.708
"TOP3A" 2122565.2 0 0 2122565.2
"TOP3B" 1342551.6 0.38078398 12.027 1342563.627
"TOP3BP1" 446054 0 0 446054
"TOPAZ1" 1719880.8 0 0 1719880.8
"TOPBP1" 1979011.4 0.275435233 36.081 1979047.481
"TOPORS" 1329598.2 0.788346135 36.081 1329634.281
"TOPORSLP" 923058.2 0 0 923058.2
"TOR1A" 735062 0.704504034 12.027 735074.027
"TOR1AIP1" 1223728.4 0.557566006 24.054 1223752.454
"TOR1AIP2" 2666289.8 0.454998381 0 2666289.8
"TOR1B" 880822.6 0.70089989 24.054 880846.654
"TOR1BP1" 261612.6 0 0 261612.6
"TOR2A" 1125065.2 0.385243851 12.027 1125077.227
"TOR3A" 655818.2 0.635526726 12.027 655830.227
"TOR4A" 1344286.2 0.611338585 24.054 1344310.254
"TOX" 1306603.2 0 0 1306603.2
"TOX-DT" 1028423.6 0 0 1028423.6
"TOX2" 836036 0.598639815 12.027 836048.027
"TOX3" 1590008.8 0 0 1590008.8
"TOX4" 1513096.2 0.191084362 24.054 1513120.254
"TOX4P1" 597931.4 0 0 597931.4
"TP53" 850472.6 0.062039775 12.027 850484.627
"TP53" 850472.6 0.062039775 12.027 850484.627
"TP53AIP1" 1005440.8 0 0 1005440.8
"TP53BP1" 3337359.8 0.536418919 36.081 3337395.881
"TP53BP2" 1526907.2 0.634868169 24.054 1526931.254
"TP53I11" 1189950.6 0.120373956 24.054 1189974.654
"TP53I13" 792425.6 0.28596747 0 792425.6
"TP53I3" 533958.6 0.542762068 12.027 533970.627
"TP53INP1" 1802433.2 0 0 1802433.2
"TP53INP2" 1320915.4 0.222585036 24.054 1320939.454
"TP53RK" 1020634 0.682329308 12.027 1020646.027
"TP53RK-DT" 202600.2 0 0 202600.2
"TP53TG1" 1018035.6 0 0 1018035.6
"TP53TG3" 602962.4 0 0 602962.4
"TP53TG3B" 602043.8 0 0 602043.8
"TP53TG3C" 600515.8 0 0 600515.8
"TP53TG3D" 600831 0 0 600831
"TP53TG3E" 468528.8 0 0 468528.8
"TP53TG3F" 576645.2 0 0 576645.2
"TP53TG3GP" 107266.8 0 0 107266.8
"TP53TG3HP" 185913.8 0 0 185913.8
"TP53TG5" 745480.4 0 0 745480.4
"TP63" 1584084.8 0 0 1584084.8
"TP73" 1670978.4 0.579915381 12.027 1670990.427
"TP73-AS1" 2048028.6 0 0 2048028.6
"TP73-AS2" 113349.2 0 0 113349.2
"TP73-AS3" 241886.8 0 0 241886.8
"TPBG" 1090118.4 0 0 1090118.4
"TPBGL" 940395.2 0 0 940395.2
"TPBGL-AS1" 1462839.2 0 0 1462839.2
"TPCN1" 1717463 0.239786683 36.081 1717499.081
"TPCN2" 1596503.8 0.25929723 24.054 1596527.854
"TPD52" 1391904.8 0.120577829 24.054 1391928.854
"TPD52L1" 798955.8 0.148186914 0 798955.8
"TPD52L2" 1302234.6 0.347527154 12.027 1302246.627
"TPD52L3" 736159.2 0 0 736159.2
"TPGS1" 930902.6 0.639965838 12.027 930914.627
"TPGS2" 1229193 0.146556597 0 1229193
"TPH1" 1706843 0 0 1706843
"TPH2" 958625.4 0 0 958625.4
"TPI1" 569130.6 0 12.027 569142.627
"TPI1P1" 243096 0 0 243096
"TPI1P2" 648326.4 0 0 648326.4
"TPI1P3" 239809 0 0 239809
"TPI1P4" 153497.6 0 0 153497.6
"TPK1" 1418845.8 0 0 1418845.8
"TPM1" 1273434.4 0.22129447 12.027 1273446.427
"TPM1-AS" 1079022.8 0 0 1079022.8
"TPM2" 509537 0.540358519 0 509537
"TPM2P1" 233880.6 0 0 233880.6
"TPM3" 2275282.8 0.223538667 0 2275282.8
"TPM3P1" 243011.4 0 0 243011.4
"TPM3P2" 236000.6 0 0 236000.6
"TPM3P3" 114992.8 0 0 114992.8
"TPM3P4" 245871 0 0 245871
"TPM3P5" 243625.4 0 0 243625.4
"TPM3P6" 241917.4 0 0 241917.4
"TPM3P7" 238348.4 0 0 238348.4
"TPM3P8" 209705.6 0 0 209705.6
"TPM3P9" 942142 0 0 942142
"TPM4" 1572525.8 0.40218213 12.027 1572537.827
"TPM4P1" 262651.4 0 0 262651.4
"TPM4P2" 776733.8 0 0 776733.8
"TPM4P3" 244085.6 0 0 244085.6
"TPMT" 1022692.8 0.176417782 36.081 1022728.881
"TPMTP1" 237481.4 0 0 237481.4
"TPMTP2" 233732.2 0 0 233732.2
"TPMTP3" 236718 0 0 236718
"TPMTP4" 218099.6 0 0 218099.6
"TPO" 1732588.2 0 0 1732588.2
"TPP1" 1486088.8 0.310826271 60.135 1486148.935
"TPP2" 2373513.8 0.151968722 24.054 2373537.854
"TPPP" 1927545.8 0.863481314 36.081 1927581.881
"TPPP2" 546610.2 0 0 546610.2
"TPPP3" 559442.2 0 0 559442.2
"TPR" 3109398.2 0.420840566 12.027 3109410.227
"TPRA1" 1363886 0.113958404 12.027 1363898.027
"TPRG1" 1755764.4 0 0 1755764.4
"TPRG1-AS1" 404760.2 0 0 404760.2
"TPRG1-AS2" 153949.8 0 0 153949.8
"TPRG1L" 773406.2 0.34313214 24.054 773430.254
"TPRG1LP1" 246337 0 0 246337
"TPRKB" 263532.8 0.101230493 12.027 263544.827
"TPRKBP1" 154964.2 0 0 154964.2
"TPRKBP2" 152766 0 0 152766
"TPRN" 1083125 0.375704127 0 1083125
"TPRX1" 625884.2 0 0 625884.2
"TPRX1P1" 102263.8 0 0 102263.8
"TPRX2" 361554.4 0 0 361554.4
"TPRXL" 755638.2 0 0 755638.2
"TPSAB1" 435342.4 0 0 435342.4
"TPSB2" 433777.4 0 0 433777.4
"TPSD1" 502618.6 0 0 502618.6
"TPSG1" 359581.8 0 0 359581.8
"TPSP2" 196863 0 0 196863
"TPST1" 637532.2 0.65769186 12.027 637544.227
"TPST2" 1815866.6 0.339546606 12.027 1815878.627
"TPST2P1" 353997.4 0 0 353997.4
"TPT1" 1553276.8 0.200828789 12.027 1553288.827
"TPT1-AS1" 1140225 0 0 1140225
"TPT1P1" 167354.6 0 0 167354.6
"TPT1P10" 160231.2 0 0 160231.2
"TPT1P11" 160873.6 0 0 160873.6
"TPT1P12" 159106.4 0 0 159106.4
"TPT1P13" 161154.8 0 0 161154.8
"TPT1P14" 163108 0 0 163108
"TPT1P15" 162489.4 0 0 162489.4
"TPT1P2" 162575.6 0 0 162575.6
"TPT1P3" 165260.4 0 0 165260.4
"TPT1P4" 167660.8 0 0 167660.8
"TPT1P5" 168654.2 0 0 168654.2
"TPT1P6" 166116.8 0 0 166116.8
"TPT1P7" 166806.4 0 0 166806.4
"TPT1P8" 1004246.2 0 0 1004246.2
"TPT1P9" 166265.8 0 0 166265.8
"TPTE" 813638.4 0 0 813638.4
"TPTE2" 673747.2 0 0 673747.2
"TPTE2-AS1" 307267.2 0 0 307267.2
"TPTE2P1" 190321.6 0 0 190321.6
"TPTE2P2" 470365.2 0 0 470365.2
"TPTE2P3" 502959.4 0 0 502959.4
"TPTE2P4" 514573 0 0 514573
"TPTE2P5" 233466.6 0 0 233466.6
"TPTE2P6" 322808.4 0 0 322808.4
"TPTE2P7" 106071 0 0 106071
"TPTEP1" 67821.6 0 0 67821.6
"TPTEP1" 1838078 0 0 1838078
"TPTEP2" 160661 0 0 160661
"TPTEP2-CSNK1E" 570065 0 0 570065
"TPX2" 1162410 0.490976182 24.054 1162434.054
"TRA2A" 718214.8 0.225778368 12.027 718226.827
"TRA2B" 1441725 0.132293893 24.054 1441749.054
"TRABD" 775192.8 0.290789819 24.054 775216.854
"TRABD-AS1" 322520.2 0 0 322520.2
"TRABD2A" 1251599 0 0 1251599
"TRABD2B" 2420830.8 0 0 2420830.8
"TRAC" 313067.6 0 0 313067.6
"TRADD" 590103.6 0.696466337 24.054 590127.654
"TRAF1" 1401103.2 0.831315519 0 1401103.2
"TRAF2" 732410.2 0.534242656 12.027 732422.227
"TRAF3" 3040426 0.548203816 48.108 3040474.108
"TRAF3IP1" 1356294.8 0.700365149 24.054 1356318.854
"TRAF3IP2" 1870262.6 0.429376883 12.027 1870274.627
"TRAF3IP2-AS1" 703046.2 0 0 703046.2
"TRAF3IP3" 1061388.4 0 0 1061388.4
"TRAF4" 931354.8 0.404832011 12.027 931366.827
"TRAF5" 1591846.6 0.698689772 24.054 1591870.654
"TRAF6" 2527491 0.61371701 36.081 2527527.081
"TRAF6P1" 501270.6 0 0 501270.6
"TRAF7" 1184903.6 0.305950924 36.081 1184939.681
"TRAFD1" 1024774.6 0.205260074 0 1024774.6
"TRAIP" 653004.6 0.442181898 12.027 653016.627
"TRAJ1" 19946.4 0 0 19946.4
"TRAJ10" 20893.8 0 0 20893.8
"TRAJ11" 19383 0 0 19383
"TRAJ12" 19661 0 0 19661
"TRAJ13" 20441.6 0 0 20441.6
"TRAJ14" 16893.4 0 0 16893.4
"TRAJ16" 19584 0 0 19584
"TRAJ17" 20606.6 0 0 20606.6
"TRAJ18" 21516.2 0 0 21516.2
"TRAJ19" 19336 0 0 19336
"TRAJ2" 21433.2 0 0 21433.2
"TRAJ20" 18542.4 0 0 18542.4
"TRAJ21" 17728 0 0 17728
"TRAJ22" 20257.6 0 0 20257.6
"TRAJ23" 20561.6 0 0 20561.6
"TRAJ24" 20598.6 0 0 20598.6
"TRAJ25" 19549 0 0 19549
"TRAJ26" 19394 0 0 19394
"TRAJ27" 19192.8 0 0 19192.8
