"Gene" "Length" "MW" "Scof_St" "Scof_Unst" "Cromo"
"SEC7" 6030 1937983 1.38978503526171e-09 7.79133953331711e-10 "IV"
"SEC72" 582 186626.4 7.94166783655443e-10 2.27323892562404e-10 "XII"
"SEC8" 3198 1027136.6 1.42470479131048e-09 7.94816044701695e-10 "XVI"
"SEC9" 1956 624240.2 9.51509181014909e-10 4.65308026918283e-10 "VII"
"SED1" 1017 325751.4 8.33799674662196e-10 3.0960474372459e-10 "IV"
"SED4" 3198 1029375.6 1.28609391564133e-09 7.30145295322203e-10 "III"
"SED5" 1023 326766.6 8.21929379074272e-10 3.49267260668036e-10 "XII"
"SEF1" 3447 1110606.4 1.45212938141293e-09 9.84117829431678e-10 "II"
"SEG1" 2883 930816.6 1.1597477443681e-09 8.11844167432162e-10 "XIII"
"SEG2" 3399 1095935.8 1.30327066041779e-09 9.54928285664771e-10 "XI"
"SEH1" 1050 337469 9.93945943652252e-10 3.22842634794883e-10 "VII"
"SEM1" 270 87545 9.0560619416665e-10 2.17074852418351e-10 "IV"
"SEN1" 6696 2151057.2 1.47309900929422e-09 1.00202288838769e-09 "XII"
"SEN15" 387 123786.4 8.45041952664335e-10 2.8126868000065e-10 "XIII"
"SEN2" 1134 363609.8 1.2092005040362e-09 4.14861277481389e-10 "XII"
"SEN34" 828 265835.6 1.08920612510912e-09 3.78139688939869e-10 "I"
"SEN54" 1404 450712.8 1.1495501686148e-09 4.34379182205052e-10 "XVI"
"SEO1" 1782 573022.4 1.49232728336998e-09 7.17390497276714e-10 "I"
"SER1" 1188 382158.6 7.73394400533881e-10 2.74048358232141e-10 "XV"
"SER2" 930 298158 6.42450503345461e-10 2.56036303178551e-10 "VII"
"SER3" 1410 454361 9.73763544565153e-10 3.51114913616092e-10 "V"
"SER33" 1410 454429 9.32058318187177e-10 2.89547684585238e-10 "IX"
"SES1" 1389 445655.8 8.72865513025012e-10 3.05809358938929e-10 "IV"
"SET1" 3243 1043916.6 1.37853880774841e-09 8.49298331056272e-10 "VIII"
"SET2" 2202 703375.4 1.27190571653628e-09 5.02864452951362e-10 "X"
"SET3" 2256 721809.2 1.20111016766382e-09 6.22300125976815e-10 "XI"
"SET4" 1683 539051.6 1.18982693714096e-09 8.75049032430643e-10 "X"
"SET5" 1581 506201.2 8.62889828695843e-10 3.53381000893082e-10 "VIII"
"SET6" 1122 361550.4 1.28082079542936e-09 8.42862454573464e-10 "XVI"
"SEY1" 2331 748347.2 1.17878905654593e-09 4.71267110748764e-10 "XV"
"SFA1" 1161 372953.2 7.39121039078976e-10 2.65156546869687e-10 "IV"
"SFB2" 2631 846841.2 1.27893238352973e-09 5.03589037120056e-10 "XIV"
"SFB3" 2790 899447 1.31251445047347e-09 5.29019337005447e-10 "VIII"
"SFC1" 969 311651.8 1.12858612148743e-09 4.01603223445684e-10 "X"
"SFG1" 1041 333635.2 1.18827570671792e-09 5.71076172592389e-10 "XV"
"SFH1" 1281 410033.2 9.26520334791935e-10 3.76024792885837e-10 "XII"
"SFH5" 885 283443 6.94330944737443e-10 3.28276848555097e-10 "X"
"SFI1" 2841 915274.2 1.42268653572525e-09 8.70072542853891e-10 "XII"
"SFK1" 1062 340413.4 1.00493146196202e-09 6.03203092342279e-10 "XI"
"SFL1" 2301 737595.2 1.30209737787111e-09 6.33075804996191e-10 "XV"
"SFM1" 642 205738.4 8.33302816612367e-10 2.73661706664155e-10 "XV"
"SFP1" 2052 657715.4 1.33599959558653e-09 6.60305608226338e-10 "XII"
"SFT1" 294 139249 1.02598646447348e-09 3.46494318834777e-10 "XI"
"SFT2" 648 207583.6 8.95118245150197e-10 2.64360306445085e-10 "II"
"SGA1" 1650 530890 1.29434142684043e-09 6.02955787801601e-10 "IX"
"SGD1" 2700 864804 1.13618621181982e-09 5.20255807744781e-10 "XII"
"SGE1" 1632 524136.4 8.28180182752585e-10 4.95528229620118e-10 "XVI"
"SGF11" 300 96415 1.26539984303665e-09 2.73628610480128e-10 "XVI"
"SGF29" 780 250475 1.37232241982093e-09 7.46182201625067e-10 "III"
"SGF73" 1974 630040.8 1.14582668428492e-09 4.647393948419e-10 "VII"
"SGM1" 2124 676772.8 1.12926301606248e-09 4.83906932714563e-10 "X"
"SGN1" 753 240048.6 9.33259400556005e-10 3.46970309406613e-10 "IX"
"SGO1" 1773 566046.6 1.31318138732072e-09 6.37720979929436e-10 "XV"
"SGS1" 4344 1385088.8 1.44855774660528e-09 9.28995615544306e-10 "XIII"
"SGT1" 1188 381355.6 8.72906683974368e-10 3.35979132788511e-10 "XV"
"SGT2" 1041 333081.2 7.28932634955922e-10 3.24216643949741e-10 "XV"
"SGV1" 1974 632099.8 1.28172941249285e-09 5.50232411433398e-10 "XVI"
"SHB17" 816 262099.2 6.79661956063272e-10 2.61841083770413e-10 "XI"
"SHC1" 1539 495448.8 1.33506356001343e-09 4.76921298798036e-10 "V"
"SHE1" 1017 324752.4 1.14458243530284e-09 4.77380752012712e-10 "II"
"SHE10" 1734 555129.8 7.57683216950532e-10 7.23150412222517e-10 "VII"
"SHE2" 741 238614.2 6.89085070433033e-10 2.67795322359258e-10 "XI"
"SHE3" 1278 409115.6 1.00920742671806e-09 4.46338653238936e-10 "II"
"SHE4" 2370 761904 1.31011070977212e-09 7.88824161604458e-10 "XV"
"SHE9" 1371 438324.2 1.23066238092469e-09 5.52800123768969e-10 "IV"
"SHG1" 429 140421.8 9.69927191414727e-10 3.04616461530148e-10 "II"
"SHH3" 591 190459.2 1.66666666666667e-09 1.06742287897762e-09 "XIII"
"SHH4" 507 162737.4 1.33891931603673e-09 3.58304342604212e-10 "XII"
"SHM1" 1473 473327.6 8.30510644308432e-10 3.25225431988211e-10 "II"
"SHM2" 1410 453814 9.21717865843288e-10 2.40742428408085e-10 "XII"
"SHO1" 1104 355228.8 8.80384327837974e-10 5.37167607427239e-10 "V"
"SHP1" 1272 407127.4 7.95103042749846e-10 3.32166355974344e-10 "II"
"SHQ1" 1524 487831.8 1.04971036330863e-09 5.20130094235533e-10 "IX"
"SHR3" 633 203457.6 5.63275004354955e-10 2.66978261042365e-10 "IV"
"SHR5" 714 228902.8 1.10023959838609e-09 2.18562425408295e-10 "XV"
"SHS1" 1656 530119.2 1.08993976644854e-09 4.25180334307223e-10 "IV"
"SHU1" 453 145606.6 1.09967661599997e-09 3.68781553030555e-10 "VIII"
"SHU2" 672 216747.4 1.23372445472926e-09 3.90929198754371e-10 "IV"
"SHY1" 1170 374736 1.11812650810279e-09 4.99624945128054e-10 "VII"
"SIA1" 1869 601261.8 1.36290360599646e-09 7.25852457179333e-10 "XV"
"SIC1" 855 273318 9.8822285147802e-10 4.01739155772466e-10 "XII"
"SIF2" 1608 515238.6 1.11797198124614e-09 4.53160452237212e-10 "II"
"SIL1" 1266 406386.2 8.89386665973182e-10 5.74446857065615e-10 "XV"
"SIM1" 1431 459705.2 1.15528229434777e-09 4.2996358254508e-10 "IX"
"SIN3" 4611 1473632.2 1.37748966403719e-09 8.37440707372098e-10 "XV"
"SIN4" 2925 940396 1.34451889320338e-09 6.33375444859489e-10 "XIV"
"SIP1" 2448 785764.6 1.2724689835477e-09 8.291107598143e-10 "IV"
"SIP18" 240 76910 9.39760549274709e-10 NA "XIII"
"SIP2" 1248 399597.6 1.0269460250043e-09 4.66387824376658e-10 "VII"
"SIP3" 3690 1177941 1.40764876279358e-09 8.66489793459049e-10 "XIV"
"SIP4" 2490 801971 1.35864574387951e-09 6.3354014741246e-10 "X"
"SIP5" 1470 470763 1.38713982924529e-09 6.49957557508545e-10 "XIII"
"SIR1" 1965 629925 1.26904219264756e-09 6.52556170504033e-10 "XI"
"SIR2" 1689 542358.8 1.19293700487644e-09 4.63842473264987e-10 "IV"
"SIR3" 2937 947519.4 1.32425640956056e-09 7.57653718399756e-10 "XII"
"SIR4" 4077 1314672.4 1.40941519044727e-09 8.586112250033e-10 "IV"
"SIS1" 1059 339590.8 6.84403160714458e-10 2.49595267796018e-10 "XIV"
"SIS2" 1689 539756.8 1.06687557783308e-09 5.87215773666325e-10 "XI"
"SIT1" 1887 605477.4 1.01016611126247e-09 5.70041702335155e-10 "V"
"SIT4" 936 300743.2 1.13365146526097e-09 3.5808144530333e-10 "IV"
"SIW14" 846 270461.2 1.12959762786516e-09 4.84609128873674e-10 "XIV"
"SIZ1" 2715 870037 1.317585521578e-09 7.12206172737257e-10 "IV"
"SKG1" 1068 341797.6 1.1437785086042e-09 5.72628719811232e-10 "XI"
"SKG3" 3081 992461.2 1.24419812078139e-09 6.41979867171626e-10 "XII"
"SKG6" 2205 706901 1.21003273839812e-09 8.71470449865087e-10 "VIII"
"SKI2" 3864 1231608.8 1.40703417152709e-09 6.85624067326585e-10 "XII"
"SKI3" 4299 1371484.8 1.29474489892489e-09 7.02225563144087e-10 "XVI"
"SKI6" 741 237627.2 7.92332859604939e-10 3.26656083019477e-10 "VII"
"SKI7" 2244 720319.8 1.28300069687169e-09 6.21032806898678e-10 "XV"
"SKI8" 1194 384088.8 9.44785146592877e-10 3.18376181199462e-10 "VII"
"SKM1" 1968 630105.6 1.41241658119938e-09 8.50975806084811e-10 "XV"
"SKN1" 2316 745592.2 1.28676683668838e-09 7.64218208597403e-10 "VII"
"SKN7" 1869 597707.8 1.18423407252755e-09 6.14996641921192e-10 "VIII"
"SKO1" 1944 621353.8 1.16489238311991e-09 5.71583484152341e-10 "XIV"
"SKP1" 585 187894 7.21995954799386e-10 2.28462560615104e-10 "IV"
"SKP2" 2292 736611.4 1.3169385585379e-09 6.73750285909381e-10 "XIV"
"SKS1" 1509 484406.8 1.225896679595e-09 5.22683327373142e-10 "XVI"
"SKT5" 2091 669628.2 1.15079416278038e-09 6.51850468282968e-10 "II"
"SKY1" 2229 715058.8 1.28042620299325e-09 6.20957849275605e-10 "XIII"
"SLA1" 3735 1203072 1.04620255082714e-09 6.14464148289183e-10 "II"
"SLA2" 2907 931654.4 1.05545044007833e-09 6.08327641206759e-10 "XIV"
"SLC1" 912 293394.4 7.67896066596967e-10 4.19788425104085e-10 "IV"
"SLD2" 1362 434820.4 1.21455007634734e-09 5.88566318338439e-10 "XI"
"SLD3" 2007 642097.4 1.4270327901336e-09 8.21595214033089e-10 "VII"
"SLD5" 885 284468 9.88222166921944e-10 4.0369197219368e-10 "IV"
"SLD7" 774 248227.8 1.41092029412428e-09 8.91886873923237e-10 "XV"
"SLF1" 1344 429212.8 9.61929541475506e-10 4.7968767286457e-10 "IV"
"SLG1" 1137 365006.4 1.01724741147347e-09 5.72764501936975e-10 "XV"
"SLH1" 5904 1898492.8 1.42061217965925e-09 9.05542962692048e-10 "VII"
"SLI1" 1407 451822.4 1.36782840889233e-09 6.51870274827167e-10 "VII"
"SLI15" 2097 669134.4 1.24740603924637e-09 6.97761202418394e-10 "II"
"SLK19" 2466 797167.2 9.95204614227206e-10 5.30656803656551e-10 "XV"
"SLM1" 2061 660284.2 1.16643686681563e-09 5.66274946784604e-10 "IX"
"SLM2" 1971 632250.2 1.3199499112285e-09 7.65932572624867e-10 "XIV"
"SLM3" 1254 402206.8 1.30726430260008e-09 7.57461857848872e-10 "IV"
"SLM4" 489 158378.8 9.89131874303313e-10 2.88208680574524e-10 "II"
"SLM5" 1479 475582.8 1.20952253044008e-09 4.6192668017648e-10 "III"
"SLM6" 453 144268.6 1.66666666666667e-09 NA "II"
"SLN1" 3663 1170594.6 1.42924745842413e-09 1.2718703868179e-09 "IX"
"SLO1" 258 82579.6 1.34891755141927e-09 6.36519545539391e-10 "V"
"SLP1" 1764 565585.8 1.18385174568686e-09 7.70348640517485e-10 "XV"
"SLS1" 1932 617831.4 1.29661763296969e-09 6.28658733275808e-10 "XII"
"SLT2" 1455 467135 1.2358874393326e-09 4.32746921760661e-10 "VIII"
"SLU7" 1149 365787.8 9.72873684617151e-10 4.68127150775674e-10 "IV"
"SLX1" 915 292946 1.24250907592414e-09 4.02483896071033e-10 "II"
"SLX4" 2247 718540.4 1.30909647471272e-09 7.57671013379122e-10 "XII"
"SLX5" 1860 594746 1.24878842863845e-09 6.57453234510997e-10 "IV"
"SLX8" 825 263850 1.24918992473244e-09 6.66512765087644e-10 "V"
"SLX9" 633 201811.6 7.71775610436938e-10 3.27813987788161e-10 "VII"
"SLY1" 2001 641804.2 1.18098668007069e-09 4.44129317338492e-10 "IV"
"SLY41" 1362 438204.4 1.17777147546336e-09 6.41523838705306e-10 "XV"
"SLZ1" 897 285944.4 1.43371225631125e-09 5.85053552315259e-10 "XIV"
"SMA1" 738 236761.6 8.67280697988305e-10 1.09681554396485e-09 "XVI"
"SMA2" 1110 357291 1.46305137534463e-09 1.12976646200207e-09 "XIII"
"SMB1" 591 188909.2 8.472346666271e-10 2.41431587271383e-10 "V"
"SMC1" 3678 1188114.6 1.34422187964697e-09 6.35889563038986e-10 "VI"
"SMC2" 3513 1134582.6 1.44016758248047e-09 7.5761536181038e-10 "VI"
"SMC3" 3693 1192683.6 1.33119713670699e-09 7.0640748538087e-10 "X"
"SMC4" 4257 1353314.4 1.44301216955647e-09 8.33472099278729e-10 "XII"
"SMC5" 3282 1059227.4 1.36738585237545e-09 7.32432889170986e-10 "XV"
"SMC6" 3345 1081291 1.43341047284139e-09 6.29025101355125e-10 "XII"
"SMD1" 441 140956.2 9.67840296233115e-10 2.5785048517963e-10 "VII"
"SMD2" 333 134762.6 9.60427831732447e-10 2.72537444148569e-10 "XII"
"SMD3" 306 98981.2 7.79401730445486e-10 2.47244835747669e-10 "XII"
"SME1" 285 91152 8.79935674657008e-10 2.55553450908875e-10 "XV"
"SMF1" 1728 554901.6 8.60400632696571e-10 5.75568793943713e-10 "XV"
"SMF2" 1650 529793 9.1110114627219e-10 5.27095894149028e-10 "VIII"
"SMF3" 1422 455733.4 6.81661588077938e-10 3.93130556080419e-10 "XII"
"SMI1" 1518 485239.6 1.1507524729495e-09 4.22148410731707e-10 "VII"
"SMK1" 1167 375422.4 1.61831992723063e-09 5.29030936281653e-10 "XVI"
"SML1" 315 101173 8.93920688211533e-10 2.75723276733705e-10 "XIII"
"SMM1" 1155 370782 1.03532609583333e-09 3.68557933301929e-10 "XIV"
"SMP1" 1359 436461.8 1.21541819447229e-09 5.78371646107649e-10 "II"
"SMP3" 1551 499070.2 1.2422599146567e-09 6.35597060799463e-10 "XV"
"SMT3" 306 98953.2 7.65776283696303e-10 1.93377748360238e-10 "IV"
"SMX2" 234 75147.8 6.53941607888775e-10 1.81235869326641e-10 "VI"
"SMX3" 261 83896.2 7.19023463391093e-10 1.94387027805806e-10 "XVI"
"SMY1" 1971 631239.2 1.19927343502461e-09 5.55907630344694e-10 "XI"
"SMY2" 2223 711404.6 1.26128021247048e-09 7.15054095321766e-10 "II"
"SNA2" 240 76845 6.5478398423653e-10 1.97591724901151e-10 "IV"
"SNA3" 402 129573.4 5.87201508958754e-10 2.03678034920138e-10 "X"
"SNA4" 423 135357.6 1.13964055403271e-09 3.93844583658094e-10 "IV"
"SNC1" 354 149464.4 7.65088423851877e-10 2.27719177479244e-10 "I"
"SNC2" 348 112409.6 7.73466110058055e-10 2.28942410135748e-10 "XV"
"SND1" 2634 843780.8 1.32844822433377e-09 7.59953857557454e-10 "IV"
"SNF1" 1902 610125.4 9.45964649099384e-10 4.80585049005961e-10 "IV"
"SNF11" 510 166122 1.17932947940447e-09 3.05848767561639e-10 "IV"
"SNF12" 1701 545291.2 1.17422568295325e-09 5.37372883545613e-10 "XIV"
"SNF2" 5112 1659036.4 1.45108970861763e-09 9.38178921709497e-10 "XV"
"SNF3" 2655 855000 1.366504113035e-09 8.9300447386139e-10 "IV"
"SNF4" 969 312108.8 9.57786931303791e-10 3.03543800288614e-10 "VII"
"SNF5" 2718 868409.6 1.23622550490055e-09 7.13885758584961e-10 "II"
"SNF6" 999 320407.8 1.13017403692337e-09 4.65522145199089e-10 "VIII"
"SNF7" 723 230906.6 7.39047168862483e-10 3.02245868968963e-10 "XII"
"SNF8" 702 225741.4 1.15013259694665e-09 4.28394356087556e-10 "XVI"
"SNG1" 1644 528641.8 1.01462981903824e-09 4.98333314366777e-10 "VII"
"SNL1" 480 156321 8.3886182118873e-10 2.96922652642132e-10 "IX"
"SNM1" 597 190824.4 9.79556588721418e-10 4.24172782875747e-10 "IV"
"SNN1" 309 99281.8 8.11746654282643e-10 3.37219719086973e-10 "XIV"
"SNO1" 675 217427 8.73878544905991e-10 2.34806294683167e-10 "XIII"
"SNO2" 669 214752.8 1.29236556321733e-09 7.6244154396205e-10 "XIV"
"SNO3" 669 214814.8 1.26531245223168e-09 6.01943919108491e-10 "VI"
"SNO4" 714 229353.8 1.29894383672667e-09 2.16666666666667e-09 "XIII"
"SNP1" 903 288982.6 1.1058186795684e-09 5.0433352652356e-10 "IX"
"SNQ2" 4506 1441125.2 1.36393968607961e-09 9.94196607684495e-10 "IV"
"SNT1" 3681 1185980.2 1.41415142065971e-09 9.76236492260269e-10 "III"
"SNT2" 4212 1343172.4 1.51151991187176e-09 1.06708088082247e-09 "VII"
"SNT309" 528 172244.6 1.05450404297888e-09 4.25287097690924e-10 "XVI"
"SNU114" 3027 974746.4 1.32136638376071e-09 6.23958655300471e-10 "XI"
"SNU13" 381 121926.2 6.46331388887866e-10 1.77528842261862e-10 "V"
"SNU23" 585 190275 9.58790356083441e-10 3.61376350211105e-10 "IV"
"SNU56" 1479 475286.8 1.12607452818119e-09 4.76232117096879e-10 "IV"
"SNU66" 1764 562003.8 1.30583930147284e-09 6.91086269302123e-10 "XV"
"SNU71" 1863 595028.6 1.16418344592429e-09 5.69795538694714e-10 "VII"
"SNX3" 489 158473.8 8.55209133946452e-10 1.99377845177277e-10 "XV"
"SNX4" 1272 406815.4 9.84197154736335e-10 4.20727102592081e-10 "X"
"SNX41" 1878 601768.6 1.26759019266558e-09 5.22056395894763e-10 "IV"
"SNZ1" 894 286615.8 1.35245932964415e-09 5.13565921998704e-10 "XIII"
"SNZ2" 897 288057.4 9.69983557638957e-10 3.21568328500183e-10 "XIV"
"SNZ3" 897 288105.4 1.0759709688559e-09 2.19206675678967e-10 "VI"
"SOD1" 465 149480 6.2020655010464e-10 1.55171899744608e-10 "X"
"SOD2" 702 225520.4 7.29916482967069e-10 2.33105379876706e-10 "VIII"
"SOF1" 1470 470962 1.13656174059243e-09 3.85773487621769e-10 "XII"
"SOG2" 2376 761995.2 1.31495103588198e-09 7.66260979445154e-10 "XV"
"SOH1" 384 123850.8 9.5414288492085e-10 3.40463512275708e-10 "VII"
"SOK1" 2706 867287.2 1.32172570074559e-09 7.4878460043004e-10 "IV"
"SOK2" 2358 754328.6 1.2507386694868e-09 6.64427357205553e-10 "XIII"
"SOL1" 966 309639.2 8.54794075284449e-10 3.05338809152607e-10 "XIV"
"SOL2" 948 305001.6 6.44508753803743e-10 2.51712838983991e-10 "III"
"SOL3" 750 241226 9.5928959966349e-10 2.7804968551472e-10 "VIII"
"SOL4" 768 246245.6 7.28555029387159e-10 3.41176013571944e-10 "VII"
"SOM1" 225 72592 1.08545339385015e-09 1.92334462326971e-10 "V"
"SOP4" 705 226916 7.42268656087562e-10 3.05958505244425e-10 "X"
"SOR1" 1074 344865.8 8.86581456989055e-10 7.3616058276711e-10 "X"
"SOR2" 1074 344889.8 1.46707337523829e-09 1.70210178994326e-10 "IV"
"SOV1" 2697 868034.4 1.38675628763917e-09 8.0637979216788e-10 "XIII"
"SPA2" 4401 1402420.2 1.2027096827005e-09 7.80947354359962e-10 "XII"
"SPB1" 2526 805959.2 1.10064077360997e-09 4.47573067202868e-10 "III"
"SPB4" 1821 584212.2 1.1781199961637e-09 4.24923199464579e-10 "VI"
"SPC1" 285 91785 7.72622219048196e-10 1.83798589994237e-10 "X"
"SPC105" 2754 881163.8 1.24201563929023e-09 6.85707724139572e-10 "VII"
"SPC110" 2835 918177 1.10767149423569e-09 5.37840584178013e-10 "IV"
"SPC19" 498 162203.6 8.65326808485807e-10 1.83910887323173e-10 "IV"
"SPC2" 537 174135.4 7.94216271920052e-10 2.59367319886948e-10 "XIII"
"SPC24" 642 209760.4 1.27377468936824e-09 6.19664553523438e-10 "XIII"
"SPC25" 666 213918.2 9.75161033133527e-10 4.71280855448412e-10 "V"
"SPC29" 762 243309.4 8.41710383646428e-10 3.1910951741902e-10 "XVI"
"SPC3" 555 180199 6.97049342685663e-10 2.47749709404228e-10 "XII"
"SPC34" 888 284474.6 9.58968507350826e-10 3.23355558388394e-10 "XI"
"SPC42" 1092 348532.4 8.31818004104627e-10 4.54267020645546e-10 "XI"
"SPC72" 1869 597905.8 1.10903291778899e-09 6.74013493308733e-10 "I"
"SPC97" 2472 792536.4 1.35695121872752e-09 6.40762056033804e-10 "VIII"
"SPC98" 2541 818872.2 1.31833110485614e-09 6.69483317778562e-10 "XIV"
"SPE1" 1401 451037.2 1.0883342942923e-09 3.82890074324878e-10 "XI"
"SPE2" 1191 381889.2 1.01547305817429e-09 3.7481025762281e-10 "XV"
"SPE3" 882 283831.4 7.34094922272e-10 2.22999199075297e-10 "XVI"
"SPE4" 903 290895.6 9.65769991880914e-10 2.56802326206214e-10 "XII"
"SPF1" 3648 1166674.6 1.00407533701457e-09 9.27732519996662e-10 "V"
"SPG1" 288 92372.6 1.12144782697791e-09 4.81592343611651e-10 "VII"
"SPG3" 384 123990.8 1.20407822159047e-09 6.14556225842249e-10 "IV"
"SPG4" 348 112409.6 8.67280697988305e-10 1.20700653085505e-10 "XIII"
"SPG5" 1122 361481.4 9.70776103528845e-10 3.22544677613428e-10 "XIII"
"SPH1" 1593 511407.6 1.25854534302004e-09 6.91357569590946e-10 "XII"
"SPI1" 447 144396.4 9.22791821052454e-10 5.03591029170611e-10 "V"
"SPL2" 447 142865.4 1.21090319133973e-09 2.44635266103413e-10 "VIII"
"SPN1" 1233 393405.6 7.54068038669454e-10 3.56935112568939e-10 "XVI"
"SPO1" 1896 637268 1.17278646527142e-09 3.56044356718606e-10 "XIV"
"SPO11" 1197 384256.4 9.31197403189191e-10 5.59239185485564e-10 "VIII"
"SPO12" 522 166448.4 7.7997294279846e-10 2.64616133612524e-10 "VIII"
"SPO13" 876 280379.2 1.09210163838626e-09 4.72823232720621e-10 "VIII"
"SPO14" 5052 1638738.4 1.46746801503057e-09 9.6459928953569e-10 "XI"
"SPO16" 597 193298.4 8.60714664233187e-10 3.18012872470154e-10 "VIII"
"SPO19" 672 216396.4 1.33939990455216e-09 1.8990177044058e-10 "XVI"
"SPO20" 1194 380947.8 1.12473288658566e-09 6.30470905305918e-10 "XIII"
"SPO21" 1830 585998 1.44659150799175e-09 9.12403057347189e-10 "XV"
"SPO22" 2928 970181.6 1.33344622762397e-09 9.63417769771342e-10 "IX"
"SPO23" 1572 505289.4 1.40250014460067e-09 6.55100829274444e-10 "II"
"SPO24" 204 65698.8 8.35763838874634e-10 2.49407771173068e-10 "XVI"
"SPO7" 780 250660 1.18977744889107e-09 4.51446738185465e-10 "I"
"SPO71" 3738 1192547.6 1.4553557940732e-09 8.5861532782257e-10 "IV"
"SPO73" 432 138219.4 1.09781766561105e-09 3.67466248080028e-10 "V"
"SPO74" 1242 397975.4 1.26169773381304e-09 1.10552895811299e-09 "VII"
"SPO75" 2607 840566.4 1.4820728072282e-09 7.22901547831721e-10 "XII"
"SPO77" 1434 461241.8 1.39660523163258e-09 7.23208760733009e-10 "XII"
"SPP1" 1062 339174.4 9.71622272022807e-10 3.58666878173318e-10 "XVI"
"SPP2" 558 182178.6 1.16476384247461e-09 3.078347512524e-10 "XV"
"SPP381" 876 279314.2 1.3640175179975e-09 7.90504446632955e-10 "II"
"SPP382" 2127 681667.4 1.23437168394925e-09 4.97159022240739e-10 "XII"
"SPP41" 4308 1391909.6 1.36288757015445e-09 8.5622128862399e-10 "IV"
"SPR1" 1338 429644.6 1.25488008616683e-09 5.79559657042532e-10 "XV"
"SPR2" 711 229268.2 1.19669892699169e-09 6.00441334739588e-10 "XV"
"SPR28" 1272 407022.4 9.47811902810876e-10 8.6097949612702e-10 "IV"
"SPR3" 1539 492211.8 1.02621646036672e-09 5.68065079018113e-10 "VII"
"SPR6" 576 185346.2 1.32161715854027e-09 4.67610584501606e-10 "V"
"SPS1" 1473 472848.6 1.4010424013603e-09 7.3492937312822e-10 "IV"
"SPS100" 981 314971.2 9.95838361551178e-10 3.709257098606e-10 "VIII"
"SPS18" 903 289684.6 1.46932077498983e-09 8.59999413249782e-10 "XIV"
"SPS19" 879 282357.8 8.61465776631467e-10 2.56176352254595e-10 "XIV"
"SPS2" 1509 484237.8 8.33333333333333e-10 1.27059201455614e-09 "IV"
"SPS22" 1392 447538.4 7.74657381146475e-10 4.95644973827604e-10 "III"
"SPS4" 1017 325605.4 1.27616507410911e-09 6.50451757340078e-10 "XV"
"SPT10" 1923 614976.6 1.37893276727508e-09 7.45606610905284e-10 "X"
"SPT14" 1359 469663.8 1.2203276551398e-09 4.77759080083257e-10 "XVI"
"SPT15" 723 231899.6 1.10245427637248e-09 3.60815463641837e-10 "V"
"SPT16" 3108 1000832.6 1.20521782654374e-09 5.15006649318197e-10 "VII"
"SPT2" 1002 320065.4 9.97597418791851e-10 3.79248872686134e-10 "V"
"SPT20" 1815 580262 1.3101403459995e-09 5.58996573084062e-10 "XV"
"SPT21" 2277 728574.4 1.2689903973836e-09 6.32129078143964e-10 "XIII"
"SPT23" 3249 1045494.8 1.31448524121996e-09 8.23092447908961e-10 "XI"
"SPT3" 1014 323720.8 1.13894699659937e-09 3.77758597212939e-10 "IV"
"SPT4" 309 99173.8 7.25520938812701e-10 1.98421673210872e-10 "VII"
"SPT5" 3192 1030953.4 1.0714870547562e-09 4.56442192756658e-10 "XIII"
"SPT6" 4356 1387098.2 1.35944324812403e-09 6.34763373651496e-10 "VII"
"SPT7" 3999 1290435.8 1.42477608448519e-09 7.92963113876989e-10 "II"
"SPT8" 1809 581708.8 1.22610581697425e-09 4.52334176288157e-10 "XII"
"SQS1" 2304 735812.8 1.18128208589075e-09 5.31263443612437e-10 "XIV"
"SQT1" 1296 416309.2 9.12039840862708e-10 2.67568762359067e-10 "IX"
"SRB2" 633 236111.8 9.5514476761132e-10 3.35418302741857e-10 "VIII"
"SRB4" 2064 661134.8 1.12410365706857e-09 4.44624396683702e-10 "V"
"SRB5" 924 296551.8 9.96219711475645e-10 3.56106502877154e-10 "VII"
"SRB6" 366 118333.2 9.28755246057052e-10 2.21773218061298e-10 "II"
"SRB7" 423 134681.6 8.6167853755851e-10 2.76833458054711e-10 "IV"
"SRB8" 4284 1369003.8 1.46707824556966e-09 1.02265592258737e-09 "III"
"SRC1" 2505 843165.2 1.21779400627279e-09 7.71254424480901e-10 "XIII"
"SRD1" 666 212188.2 1.1859161848607e-09 3.30637917478007e-10 "III"
"SRF1" 1314 421982.8 1.21856825696089e-09 5.37558278233508e-10 "IV"
"SRL1" 633 205461.6 1.19585723704066e-09 4.75275208996314e-10 "XV"
"SRL2" 1179 376757.8 1.13503178317261e-09 5.35623428218851e-10 "XII"
"SRL3" 741 237369.2 8.57050858200174e-10 4.14176066250633e-10 "XI"
"SRL4" 846 272109.2 1.05594152481203e-09 1.23012053931485e-09 "XVI"
"SRM1" 1449 464697.8 9.61073908187835e-10 3.07184812920141e-10 "VII"
"SRN2" 642 204855.4 7.94919973317813e-10 2.99185385497975e-10 "XII"
"SRO7" 3102 997286.4 1.30725778295776e-09 5.95386430072982e-10 "XVI"
"SRO77" 3033 975604.6 1.3532712641268e-09 8.16208612560369e-10 "II"
"SRO9" 1305 418450 1.1127450404097e-09 4.37012993959488e-10 "III"
"SRP1" 1629 523599.8 9.13903853187962e-10 3.54150004233126e-10 "XIV"
"SRP101" 1866 598896.2 1.03937729129693e-09 4.81244168494131e-10 "IV"
