"Weight" "Gene"
549762.6 "LINC02419"
128023 "GCNAP1"
238802.6 "MMP20-AS1"
238098.6 "MMP20-AS1"
1061005 "ADGRA1-AS1"
279550.6 "KRT17P8"
181247.4 "PPP1R14B-AS1"
567033.2 "GALNT9-AS1"
130736 "TMEM109-DT"
188996.2 "IQSEC3-AS2"
90979.6 "PPDPFP2"
90299.8 "SNRPEP2"
253255.8 "LINC00508"
673664.8 "LIMS3"
218787.8 "KHDC1L"
320782.6 "LINC02378"
664807.8 "LINC02955"
478551.4 "GPR142"
86652 "SLC25A39P2"
971861.8 "HP"
93411.8 "HSPE1P20"
277924.4 "ETNK1-DT"
457259.6 "RARS1P1"
547171 "ARHGEF17-AS1"
161101.8 "SRSF3P1"
786090.2 "SLCO1B3-SLCO1B7"
166580 "LINC02417"
260060 "PRPF19-DT"
653454.6 "LINC02282"
218041.4 "C11orf97"
408767.8 "LINC02703"
881030.6 "KCNK4-CATSPERZ"
102050.2 "RPL29P33"
201485.2 "RPEP6"
120145 "MIR200CHG"
2349755.8 "DENND11"
560135 "CLIP1-AS1"
93246.4 "LRRC37A13P"
1156908.2 "LSM14A"
676525.2 "NHLRC4"
298936.6 "OR4F28P"
400833.2 "LINC02450"
312917.2 "OR11H12"
112597.6 "EEF1B2P4"
185431.6 "RRN3P3"
140190.6 "KRT127P"
1239990 "FOXG1-AS1"
1249013.4 "CLLU1"
1365784.4 "ODC1-DT"
471592 "LINC02874"
365738.6 "TAS2R38"
186159.6 "LINC02821"
690840.6 "PGAM1P5"
92926.6 "NUBPL-DT"
252584.4 "MED15P6"
187371.8 "LINC02451"
1074708.4 "TMPO-AS1"
152202.2 "AK6P2"
89349.6 "HMGN2P6"
749870.8 "LINC02293"
137853.6 "LINC02385"
301079.6 "HNRNPA1P50"
1286882.8 "SPATA31F2P"
155975.2 "NACAP8"
1363668.6 "GATC"
622948.6 "LNCOG"
216073.6 "PRXL2AP1"
186168.6 "LINC02448"
86005.2 "DYNLL1P4"
967122.4 "LINC01619"
175027.2 "PARK7P1"
415386.4 "PHB1P19"
632974 "LINC02388"
739380.6 "SLC38A4-AS1"
1648783.8 "ZNF271P"
188813.2 "KIRREL3-AS1"
531962.6 "PRMT5-DT"
113961.8 "H3P35"
175368.4 "HAUS8P1"
303358.8 "FAHD2P1"
1143383.6 "CNPY2-AS1"
3756551.4 "ZBED6"
397367.6 "ASS1P14"
161377.8 "DBX2-AS1"
605266.8 "RACGAP1P1"
302419.6 "HNRNPA1P69"
2948269.4 "MGAM"
97248.2 "PRELID2P1"
924803.6 "TNS2-AS1"
288711.6 "LINC02413"
2784086.6 "MIRLET7IHG"
160187.8 "BNIP3P6"
248220.6 "VENTXP3"
870893.2 "FNTB"
217810.6 "MESDP1"
27131.8 "MIR3179-2"
134928 "LNCHR1"
383903.2 "KRT126P"
205338.4 "ABCA3P1"
114014.6 "OR6C73P"
1063138.8 "RPAP3-DT"
525657.8 "LRIG3-DT"
147752.6 "SETP7"
565943.2 "ZNF878"
182764.8 "PHLDA1-AS1"
104389.8 "ELOCP32"
348148 "PPFIA2-AS1"
153048.8 "LINC02459"
146816.8 "LINC01154"
296125.8 "MRPL2P1"
187393.4 "LINC02354"
1223105.6 "KRT73-AS1"
472758.4 "GLIPR1-AS1"
942124 "PAFAH1B2P2"
125309.8 "CYB5AP5"
481685.6 "LINC02297"
83596.8 "PLA2G10HP"
136288.6 "LINC02373"
630642 "LINC02402"
355630.4 "NPIPB1P"
379216.8 "LINC02326"
470843 "KRT8P19"
185118.4 "RPL36A-HNRNPH2"
130459.4 "BICD1-AS1"
580948 "HSPA8P14"
156690.8 "LINC02403"
313598.8 "OR7E47P"
182658.6 "HLX-AS1"
984553 "LINC02298"
1042786.8 "PPP1R12A-AS1"
271875.6 "MON2-AS1"
102309.8 "GSTP1P1"
348829 "SSBL3P"
550573.4 "HSPD1P4"
246520.2 "LINC01475"
187630.6 "LINC00609"
331822.2 "AQP5-AS1"
549370.4 "ZNF625"
1730036 "GALNT4"
108235 "LINC02356"
237813 "SCAT2"
1779855.8 "OVCH1-AS1"
227913.6 "MYG1-AS1"
491699.2 "MIR4307HG"
797659 "PSMA3-AS1"
195211.8 "G2E3-AS1"
176833.8 "C12orf75-AS1"
55768.4 "CYCSP30"
160035.2 "TMT1AP1"
151836.6 "ADCY6-DT"
45658.2 "EIF4A1P12"
158966.2 "RSL24D1P5"
169093.2 "CBX3P5"
543446.6 "KRT7-AS"
436176.4 "BTBD10P1"
338774.8 "LINC02464"
160126.4 "LINC02463"
132705.6 "BLTP3B-DT"
713732.8 "GIHCG"
815330 "LBX2-AS1"
269393.8 "INAFM1"
170572.2 "CPNE8-AS1"
359936.4 "ILF2P2"
206786.8 "CHCHD3P2"
127997 "LINC02399"
469099 "CNPY2"
57387.4 "LSM6P2"
432168.2 "LINC01490"
2529999.6 "MGAM2"
441537 "LINC02426"
121472.2 "LINC02281"
159209 "LINC02445"
192135 "LINC02386"
297238.8 "OR6C7P"
413872.8 "KRT18P20"
979259.8 "LINC02401"
262474.6 "OR5BK1P"
1088927.8 "LINC02395"
360144 "ST13P3"
251120.2 "GLYCAM1"
363678.4 "LINC02400"
174839.8 "AKIRIN1P1"
390572.6 "EIF4A1P4"
281353.6 "OR5BJ1P"
645193.8 "FNBP1P1"
386344.2 "MRS2P2"
466903.8 "PIGAP1"
334915.8 "STBD1P1"
174870 "MYL6B-AS1"
1684207 "PRANCR"
427149 "TBX3-AS1"
350095.8 "C1GALT1P1"
92057.2 "MRPS6P4"
390019.4 "OTOAP1"
250428.8 "PHLDA1-DT"
694401.8 "NOVA1-DT"
355750.8 "KRT90P"
159291.4 "LINC02294"
88603.6 "LSM3P2"
370336.6 "HNRNPA3P10"
290490.2 "MED15P1"
273963.2 "MTND1P24"
870104.6 "CASC18"
575329.4 "C12orf42-AS1"
282426.2 "LINC03088"
262213.6 "PHB1P18"
496196.4 "LINC02404"
502141.2 "LINC02156"
410636 "EEF1A1P17"
248938.4 "LINC02258"
681019.8 "DDN-AS1"
447534 "GLULP5"
185767.2 "LINC02409"
4422506.4 "CUX1"
174944 "LINC02416"
95689.6 "MRPS36P5"
648438.6 "LHX5-AS1"
315371.8 "TEN1"
1896494 "P2RX5-TAX1BP3"
125121 "NOP56P3"
423501.2 "QRSL1P3"
824282 "OLA1P3"
69493.8 "SNRPGP18"
962195.8 "LINC02306"
205078 "SPMIP11"
176025.6 "R3HDM2-DT"
105880.8 "HMGA1P3"
70069.2 "RPL3P13"
88835 "HIGD1AP1"
835530.4 "TUBA1B-AS1"
1571273.6 "LINC02457"
270025.8 "OR5BT1P"
541718.2 "NF1P4"
404873.2 "SNX5P2"
320733.8 "KRT125P"
481001 "LINC02327"
113926.8 "PPP1R12A-AS2"
472555.6 "CD63-AS1"
989431.6 "BCDIN3D-AS1"
157391.8 "ARL2BPP2"
205315.2 "VTI1BP3"
944353.8 "ARHGAP42P4"
647317.6 "OR9A4"
176987.2 "GPR84-AS1"
202629.4 "SLC38A2-AS1"
298135.8 "LINC02286"
155815 "ATXN2-AS"
430841.6 "LINC02823"
263438.6 "MAP1LC3B2"
89969.8 "HIGD1AP9"
321226 "CCNG2P1"
153458.2 "PPIAP45"
153028.8 "LINC03056"
83606.8 "PPIAP44"
389868.2 "KRT128P"
402182.2 "LINC02444"
469909.2 "MKRN9P"
746691.8 "LINC02396"
541159 "PRDM4-AS1"
182251.8 "GPR84-AS1"
395974.8 "LINC02406"
99731.6 "HSPE1P4"
158152.4 "IMMP1LP2"
1193370.4 "LINC00485"
566436.2 "LINC02412"
213930 "LINC02300"
476690.8 "LINC02392"
173288.2 "SLC7A5P2"
206731.6 "NKX2-2-AS1"
492031.8 "ZNF75BP"
407812.8 "LINC02424"
358858.6 "PRSS58"
1125917.4 "CLEC5A"
945098.2 "ARHGAP42P5"
219315.6 "MTND2P17"
693198.6 "LINC01404"
196955.8 "OSTF1P1"
98047.6 "RPL10P13"
113468.4 "YPEL5P3"
277223 "MTCH2P2"
509041.4 "CRADD-AS1"
294513.2 "OR7K1P"
477345 "CLUHP8"
421283.2 "LINC00592"
157617.4 "BTF3P2"
54580.6 "POLR2KP1"
338936.6 "TESC-AS1"
142290 "NENFP2"
1163349 "CHURC1"
109742 "BRWD1P2"
126069.6 "LINC02410"
123666.8 "NUTF2P2"
542641.8 "VASH1-AS1"
753280.6 "C17orf49"
362354.2 "KLF17P1"
142152.4 "ITFG2-AS1"
267875.2 "LINC02461"
646064.8 "LINC02394"
1342649.2 "TROAP-AS1"
249593.4 "DUX4L52"
203759.8 "SNRPF-DT"
133879.6 "SYF2P1"
129256.8 "IFITM3P6"
252699 "NSA2P2"
165575.2 "PCNPP1"
187771.6 "NF1P12"
1600576 "RTEL1"
72337.6 "ZNF970P"
151352 "ADI1P3"
282829 "SLC25A3P2"
982230 "PAPLN-AS1"
597592.6 "RCCD1-AS1"
1348007.2 "PPT2-EGFL8"
518377 "LINC02318"
232353.2 "RPA2P1"
204079.2 "BCAR1P1"
810475.2 "MIR493HG"
133851.6 "ATP5MC2P2"
145636.8 "LINC02320"
2171763.6 "ZNF578"
280514.8 "TUBBP3"
181463.2 "NT5CP2"
355016.2 "FBXO34-AS1"
174711.6 "LONRF2P4"
173754 "LONRF2P3"
108617.4 "FXNP1"
316773.6 "OR7E105P"
170867 "RBM8B"
923186.8 "PDF"
187517.2 "TMEM183AP4"
259368.4 "RNASE12"
301763.6 "OR11K2P"
1732732 "LINC00641"
198914.6 "MAD2L1P1"
294954 "EGILA"
89278.6 "HMGN2P2"
345929 "OR11H2"
365451.2 "PTCD2P1"
330701.2 "AJUBA-DT"
623025.2 "OXA1L-DT"
227500.6 "PHKBP2"
308274.6 "OR11G1P"
191081.6 "CHMP4BP1"
176158 "LINC02313"
1374586.4 "LINC02207"
160986.8 "PPIAP6"
290051.2 "LINC00640"
80419.8 "TRAV15"
708224.2 "LINC02251"
451988.2 "SPESP1"
294215.2 "SRMP2"
152597.6 "LINC02277"
376613.8 "ZFP64P1"
297473.8 "OR11J5P"
1115500.8 "DIO3OS"
444621.8 "LINC02287"
532650.6 "EIF3LP1"
791027.2 "LINC02290"
388238 "LINC02295"
209886.2 "LINC00239"
164406.8 "NT5CP1"
255661.6 "ASB9P1"
85352.6 "BANF1P1"
260296.2 "LINC02305"
105220 "FKBP1BP1"
719017.8 "FRMD6-AS2"
218526.8 "OR4K4P"
103769.2 "GLRXP2"
673077.4 "RHOXF1-AS1"
382585.2 "CENPUP2"
1123071.4 "LINC00645"
325064.2 "OR7E106P"
187901.6 "FAM204DP"
162331.4 "PCNX4-DT"
2000685.8 "SPECC1L-ADORA2A"
108551.6 "LINC02322"
204757 "PSMA3P1"
302665.8 "OR4N1P"
363932 "BLZF2P"
196085.8 "H1-8P2"
407961.8 "DUX4L16"
186909.8 "RHOQP1"
174030 "VASH1-DT"
129652.6 "H3P40"
113052.4 "PTTG1P1"
637829 "RNASE11-AS1"
72076.4 "SNRPGP1"
675859.6 "LINC01500"
774580.4 "FAM181A-AS1"
331820.4 "ZNF519P3"
379246.8 "LINC02274"
184762.2 "METTL5P1"
1093879.2 "TRIM6-TRIM34"
314131.8 "NBEAP1"
118120.2 "PPIAP4"
356041.2 "LINC03059"
129245 "CYB5AP3"
298973.6 "SERPINA2"
188408.2 "LINC01629"
87401 "DYNLL1P2"
113433.2 "DNAJC19P9"
837770.8 "LINC-ROR"
329874.2 "YBX2P2"
156347.6 "RPL21P7"
288106.8 "LINC02303"
153131.8 "RPL21P9"
90186.2 "SERPINE4P"
295013.2 "OR11H5P"
101549 "COX7A2P1"
807831.4 "RHPN2P1"
476260.8 "NCOA4P1"
737005.8 "LINC02292"
222348.6 "RRAGAP1-AS1"
1582579.6 "LRFN5-DT"
152711.4 "RPL21P5"
290349.2 "OR4T1P"
690834 "BCL2L2-PABPN1"
299365.8 "SYNJ2BP-COX16"
99097.2 "HSPE1P2"
1450059.8 "LINC00930"
177819.8 "UBE2CP1"
53936.2 "HSBP1P1"
162092 "SEC23A-AS1"
591675.6 "ARHGAP5-AS1"
128287.8 "TOMM20L-DT"
801370.6 "TRIM34"
736772.6 "HIF1A-AS3"
73875.8 "COX6CP11"
194686.6 "LINC01397"
298995.4 "LINC02308"
334940.6 "LINC02317"
370389.4 "BMS1P16"
301299.8 "AKR1B1P5"
240857.2 "LINC01269"
1002643 "SALL4P7"
112033.8 "LINC02319"
353163.2 "LINC00871"
810382.6 "LINC00638"
584419.4 "SRP54-AS1"
301452.8 "SLC20A1P3"
619525.8 "SLC25A21-AS1"
1090979.2 "LINC01193"
350520.8 "CXADRP2"
233894 "C20orf141"
610089.8 "LINC02311"
313484.6 "OR11H3P"
660467.8 "CKAP2P1"
563389.6 "PINX1"
895531.4 "PRC1-AS1"
193700.2 "DUXAP6"
1044975.6 "AP1G2-AS1"
1506347.2 "ITPK1-AS1"
345438.2 "DDHD1-DT"
865777.2 "LINC02328"
660750.2 "PPP1R13B-DT"
96418.4 "SUB1P2"
679928.4 "BAZ1A-AS1"
314165.8 "ENO1P2"
896810.8 "H2AZ2P1"
638776 "LINC02833"
543668.4 "LINC02301"
149204.4 "KIF26A-DT"
1120235 "LINC01579"
243494.2 "MTND4P33"
514405.4 "DIO2-AS1"
145876.2 "RAP1AP"
178127 "LINC02330"
204086.2 "BCAR1P2"
294572.6 "NANOGP7"
334260.8 "HIF1A-AS1"
395674.4 "EIF2S2P1"
815461.8 "LINC01568"
368521.2 "BMS1P15"
337139.6 "CDRT15P13"
409184 "KRT18P6"
489260.2 "LINC01580"
180245.8 "SEPHS1P2"
77419 "CKS1BP1"
668626.8 "LINC00520"
406273.2 "DUX4L27"
217699 "MPHOSPH10P4"
97931.6 "CCDC88C-DT"
54286.8 "ZNF519P2"
562185.6 "LINC01148"
370449.8 "ADIPOR1P2"
300803 "OR11H7"
95434.8 "LINC03058"
108547.6 "TRAV33"
322464 "RBM25-AS1"
595880.8 "LINC02329"
166828.8 "LINC02820"
328752.8 "OR4C13"
659436.2 "RNASE4"
584324.4 "LINC02289"
309103.8 "OR4K16P"
279674.4 "LINC01147"
304630.8 "KRT8P2"
410352.8 "DUX4L4"
103994.6 "TRAV28"
1172961.4 "MC1R"
466297.4 "EEF1A1P2"
438268.4 "EEF1A1P33"
78745.8 "GRAMD4P6"
95727.6 "OR7E159P"
288773.4 "OR11J2P"
175296.8 "LINC02296"
273973 "SETP1"
755857.6 "HISLA"
975831.2 "LINC02312"
110104.2 "EIF4EBP1P1"
326589.6 "FDPSP3"
337840.6 "DUXA"
186881 "TGFB3-AS1"
515526 "ATP5F1AP4"
123042.4 "NBEAP4"
534503 "LINC02321"
88787.2 "HIGD1AP17"
1171561.2 "CEP95"
301073.2 "SETP2"
498074.6 "ARHGAP16P"
112109.8 "SCOCP1"
99685.6 "EGLN3-AS1"
290827.4 "OR4U1P"
248510.2 "HNRNPCP1"
109989 "TRAV32"
196817.2 "PSMB3P1"
196605.4 "LINC01956"
769398.8 "LINC02316"
541386.6 "LINC02691"
532505.2 "GPRASP3P1"
1599931 "SPATA31E2P"
254518.4 "ZMYND19P1"
346902.4 "FOXN3-AS1"
546152 "MTND5P35"
271519.6 "NPM1P5"
216755.8 "MIR3171HG"
237123.4 "LINC02279"
237107 "YWHAQP1"
436056.8 "MIA2-AS1"
1623783.4 "TUBB3"
391362.4 "KRT8P1"
394028.8 "KRT18P7"
670116.2 "SALRNA1"
337989.4 "LINC00519"
164876.8 "COX4I1P1"
589720.2 "GALNT16-AS1"
167372 "FTH1P13"
140015.8 "EDDM3DP"
85276.2 "GTF3AP2"
98173 "HMGN1P3"
243499.4 "LINC02307"
175866 "NDUFB8P1"
386558.8 "LINC01467"
56696 "HIF1AP1"
377770 "LINC02299"
134046.6 "EIF1AXP2"
126858.8 "COX5AP2"
933157.4 "UBE2F-SCLY"
1081877.6 "TMEM179"
405158.2 "SF3B4P1"
346608.2 "MPPE1P1"
409383.4 "DUX4L19"
379748.2 "TSPY1"
67001.4 "LINC02309"
62847 "PARP1P2"
112313.6 "PPIAP5"
838628.6 "NF1P2"
928622.8 "LINC02302"
1906424.4 "DOCK11P1"
310451.4 "LINC02285"
361554.4 "TPRX2"
452673.4 "NUP50P1"
234643.8 "ATP10A-DT"
213163 "MTCYBP27"
114349.2 "EIF4BP1"
102263.8 "TPRX1P1"
121770.4 "DNAJC8P1"
244362 "LINC00524"
913368.6 "TVP23C-CDRT4"
409442.4 "DUX4L18"
2429131.2 "FPGT-TNNI3K"
114394.4 "ENSAP2"
975060 "BLOC1S5-TXNDC5"
618364 "BRD7P1"
223807.6 "MTCO1P2"
155951.2 "RRAGAP1"
352661 "CHORDC2P"
108135.6 "HNRNPUP1"
124195.2 "LINC02332"
148765.6 "DUXAP1"
360967 "THRAP3P2"
164971 "PEBP1P1"
192346.8 "ACTN1-DT"
678790.8 "MIDEAS-AS1"
110083.4 "TRAV37"
1864708.8 "LINC00639"
404841.4 "FOXN3-AS2"
165611.8 "PSMB7P1"
1745031.2 "POC1B-GALNT4"
514788.2 "PTBP1P"
165574.2 "LINC02314"
170633 "PNN-AS1"
144386 "KIAA1143P1"
245062.2 "GRAMD4P5"
386956.2 "SEPTIN7P1"
1105875 "LINC00517"
108665.4 "TRAV30"
58824.4 "GTF2IP22"
793968 "SHLD2P2"
548748.8 "COILP1"
398782.2 "SMARCE1P3"
633303.4 "PTCSC3"
246949.8 "RPS3AP4"
300031.2 "LINC00911"
260003.4 "LINC01595"
144076 "LINC02304"
211161.2 "NDUFC2-KCTD14"
379688.4 "HSPA2-AS1"
366841 "SMIM6"
198726.4 "TVP23BP1"
208148 "LRP1-AS"
1014357.6 "LINC00648"
858950.4 "LINC00924"
95085 "LINC00644"
675549.8 "RANBP20P"
167408 "SIPA1L1-AS1"
233273.4 "YWHAZP1"
559290.6 "LINC00929"
447850 "CAP2P1"
1138295.6 "MAP3K9-DT"
409266.4 "DUX4L17"
168740 "STK16P1"
216084.4 "CHEK2P2"
748712.2 "ADAM20P1"
236192.8 "NPM1P20"
397433.4 "TTC7B-AS1"
641426.4 "DDX18P1"
282975.2 "NMNAT1P1"
201519.2 "GNRHR2P1"
835382 "SNRPA1-DT"
171968 "UBE2CP4"
74843.2 "MED28P6"
241386.6 "MRPS15P1"
112710.4 "HMBOX1-IT1"
151650.4 "SMAD3-AS1"
361987.4 "PRKXP1"
1910000.2 "ITGB3"
152937 "RPL7L1P15"
126386.2 "LINC02896"
512069.8 "LINC00928"
510726.6 "SLC35G6"
395988.2 "LINC02345"
308685.4 "HNRNPA1P62"
515828.6 "LINC02323"
1665734 "ANKRD34C-AS1"
863121.8 "CTXN2-AS1"
583858.6 "GOLGA8VP"
383730.6 "LINC02490"
179780.2 "MIR4713HG"
288205.6 "LINC02853"
88820.4 "HMGN2P47"
483339 "TTTY25P"
1416688.2 "USP3-AS1"
615831.2 "VPS13C-DT"
334540.6 "LINC01895"
279759.4 "NPM1P42"
113936.6 "IGHV4OR15-8"
80299 "NDUFA3P4"
1073409.2 "LINC02622"
525657.6 "ANKRD62P1"
214296.6 "LINGO1-AS2"
150320 "SPATA8-AS1"
343644 "LINC02349"
282371.8 "ALDH1A2-AS1"
196632.6 "BUB1B-PAK6"
231741.8 "SMASR"
683224.6 "ZNF710-AS1"
714488.2 "LIPC-AS1"
1562076.6 "CSPG4P12"
395812.4 "TUBBP8"
114807.6 "IGHV2OR16-5"
404348.4 "ZHX1-C8orf76"
182604.6 "PLCB2-AS1"
131312.8 "FABP5P8"
535150.4 "ACTG1P17"
95948.8 "HMGN1P1"
1305138.8 "JDP2-AS1"
268076.6 "OR11K1BP"
974567.8 "INAFM2"
277731.8 "ST20-MTHFS"
301388.4 "LINC00596"
573183.6 "HNRNPMP1"
114172.6 "IGHV1OR15-2"
127948.4 "H3P39"
257357.4 "TGIF1P1"
3664465.4 "LINC03080"
938429.8 "TMC3-AS1"
783005.2 "SMAD3-DT"
312676.6 "APPBP2-DT"
769177.8 "SLC30A4-AS1"
791177.8 "DEPDC1P1"
925226.6 "LINC00927"
211998 "AKAP13-AS1"
669451.8 "NDUFB4P11"
430148.8 "DCAF13P3"
572055.4 "MTND5P32"
1126461.4 "LINC02895"
267096 "GH1"
107525.8 "H3P38"
295033.6 "TGIF2-RAB5IF"
580044.6 "EFL1P1"
43321.8 "ISCA1P4"
148136.2 "BMF-AS1"
349990.6 "HNRNPA1P45"
274680 "LINC02883"
2214235.6 "CTXND1"
283919 "HNRNPCP3"
490109.4 "IRAIN"
615271.8 "KIF23-AS1"
96459.8 "DPPA5P2"
188885.4 "HMGB3P26"
245923.2 "UBE2Q2P2"
392857 "CERS3-AS1"
841137.2 "THTPA"
294756.8 "OR4N3P"
627887 "POU2F2-AS2"
280014 "MAPK6-DT"
923358 "LINC01833"
254654.2 "NPM1P43"
282936.6 "MRPL15P1"
625126.8 "RYR3-DT"
663746.6 "LINC02352"
281946.8 "NIFKP8"
132663.8 "WBP1LP5"
329448.6 "ADNP-AS1"
639966.6 "LINC02568"
229793.2 "ANP32BP3"
962173.8 "CPEB1-AS1"
141497.8 "SNRPCP18"
421630.6 "AHCYP7"
277093.2 "NPM1P47"
167060.8 "NDUFAF4P1"
469357.8 "KRT8P9"
267359.6 "LINC01169"
77185.8 "LINC02205"
189756.6 "SYNM-AS1"
344881.8 "SORD2P"
307429.8 "RORA-AS2"
368982.8 "LINC02253"
1357992.4 "DUT-AS1"
316283.4 "KRT18P47"
116279.8 "IGHV3OR15-7"
339178.8 "TFDP1P3"
1779543.2 "MRPL46"
2207671.6 "ARNT2-DT"
236180.2 "GEMIN8P1"
1079022.8 "TPM1-AS"
504274.8 "KRT8P24"
111859.4 "UBE2Q2P16"
313311.2 "HNRNPA1P5"
104152.4 "CYCSP38"
348656.8 "ANP32AP1"
275066.8 "LINC02169"
823380.6 "LINC01583"
793852 "SLC28A2-AS1"
142688.8 "INO80-AS1"
170798.4 "GCSHP2"
628385.2 "LINC00052"
167057 "RPL21P12"
65959 "UBE2Q2P11"
192192.6 "RPL15P19"
97558.2 "CYCSP2"
271095 "HNRNPA1P74"
98957.6 "HMGN1P26"
284822.8 "MESTP2"
391315.4 "KRT8P23"
281927.2 "BLID"
369508.8 "LINC01491"
271843.2 "NMNAT1P5"
822605.8 "CERNA1"
871728 "TYRO3P"
1385581.4 "ALDH1A3-AS1"
385974.4 "RBM17P4"
103341.6 "LINC02244"
165113.4 "PRELID1P4"
78280.2 "MTND5P40"
201457 "CTDSPL2-DT"
688249.4 "LINC01582"
444586 "EEF1A1P22"
269487.6 "TUBAP12"
104389.6 "MTND3P12"
131965.2 "FABP5P9"
32841.4 "UBE2Q2P8"
139584.6 "DNM1P38"
1355925.6 "ST20-AS1"
91789.8 "MTCO3P23"
181183 "PIGHP1"
86919.2 "UBE2Q2P13"
4108376.4 "DNM1P47"
2172667.4 "ISL1-DT"
995677.4 "LINC02254"
553892 "LINGO1-AS1"
349740.4 "MTCYBP23"
1847632.6 "IQCH-AS1"
259395.4 "RPL7AP75"
112920.8 "IGHV3OR16-17"
209601.4 "IDH2-DT"
307898 "HNRNPA1P71"
483477.6 "LINC01220"
91810.6 "FKBP1AP2"
647884.2 "LINC01418"
132851 "FAM30C"
308388.8 "HMGB1P8"
624427.6 "FBN1-DT"
770508.8 "HSP90B2P"
124125.6 "DNAJA4-DT"
124018 "NUTF2P6"
155766.2 "LINC00677"
484323 "LINC02284"
559597.6 "GREM1-AS1"
1023252.6 "LINC01581"
1580075 "CSPG4P11"
70853.8 "LINC00933"
212108.4 "CRTC3-AS1"
96952.6 "ZNF444P1"
100083.8 "HSPE1P3"
243361.8 "NCAPGP2"
253925.8 "NSA2P4"
404628.8 "TUBAP11"
248731.4 "LINC02157"
205097.8 "PCSK6-AS1"
1559832.4 "ZFHX3-AS1"
348807.2 "LINC03034"
221738.8 "EIF5-DT"
548283.8 "LINC01922"
210420.2 "HMGB1P6"
205648.4 "LINC02259"
573568 "LINC02109"
348379.4 "UAP1-DT"
419812.4 "ANP32BP1"
1073418 "MARCHF6-DT"
625171 "SLC22A31"
289271.8 "CTCF-DT"
92394 "LINC02769"
1157431.2 "CZIB-DT"
372334.4 "LYPD8"
719323.8 "CDK13-DT"
1094499.8 "LINC00567"
63213.2 "CYP4A26P"
315267.2 "AGGF1P6"
276720.2 "LINC01904"
107040.4 "ELOCP2"
898250.2 "LINC01566"
111119.6 "IGHV3OR16-16"
160258.6 "HEATR3-AS1"
634961 "GNPATP"
772736.6 "HERC2P10"
401292.4 "LINC02126"
900933.2 "VENTXP1"
113283.8 "IGHV1OR16-2"
780648.8 "LINC02956"
190904.8 "RAB43P1"
515788.8 "SH3RF3-AS1"
1292467 "DYNLRB2-AS1"
801573.8 "ZNF778-DT"
378215.8 "EHD4-AS1"
221887.4 "NR4A1AS"
136584.4 "FIGNL2-DT"
163751.6 "DNM1P50"
1052842.8 "TEDC2-AS1"
268310.4 "FRG2JP"
340748.6 "ACTG1P15"
879853.4 "PWRN1"
1028481.4 "AQP7B"
505781 "HNRNPLP2"
111327.6 "NDUFA5P11"
331116 "CFAP69P1"
194706 "PKD1-AS1"
526341.8 "ZMPSTE24-DT"
246631.4 "CDRT7"
156600.8 "LINC02124"
1439371.6 "LINC02977"
841218 "IL21R-AS1"
2132509.8 "RBM15B"
699399.4 "THSD4-AS1"
167547.4 "FAM153DP"
1578281.4 "LINC00261"
76440 "MRPS21P8"
229045.8 "VN1R68P"
312265.8 "CDC37P1"
241729.2 "DUX4L46"
119098.4 "RARRES2P8"
66316 "IGHV1OR16-4"
828168 "TGFBR3L"
166576.6 "LINC02130"
623018.8 "KRBOX5P1"
99021.2 "LSM3P5"
175026.4 "MBTPS1-DT"
741904.6 "LINC01992"
77380.6 "MRPS21P7"
235564.6 "CRIM1-DT"
289337 "LINC02189"
439327.6 "HOXB7"
96207.6 "RPL10P14"
1738597.2 "NORAD"
1819145.2 "LCMT1-AS2"
130034.8 "BCAP31P2"
66380 "IGHV1OR16-3"
704164.8 "ABCB10P4"
459818.2 "LINC01571"
525677.2 "GOLGA2P11"
51790.6 "MTND4LP25"
475304.2 "NSFP1"
395475.6 "MPHOSPH10P1"
841879.4 "MRFAP1P1"
460202.8 "MIR762HG"
114865 "PCMTD1P2"
235367.2 "DDX59-AS1"
270427 "ADAM3B"
1210914 "MSRA-DT"
358863.8 "LINC00564"
87216 "DNM1P33"
1013284.2 "SPDYE6"
616741.8 "AFTPH-DT"
911413.8 "LINC01070"
735607.8 "AOC4P"
228983.8 "CDH8-AS1"
498790.6 "CARMAL"
526243.4 "AGBL1-AS1"
158152.4 "ULK4P2"
131966.4 "LINC00556"
185758.2 "CA5AP1"
213406.2 "C1QL1P1"
418660.2 "MMP2-AS1"
1546141.2 "CSPG4P13"
103283 "MTND5P34"
152404.4 "CPNE2-DT"
444355 "LINC02673"
149257 "RARRES2P10"
359580.4 "MTCYBP28"
317628 "LINC01413"
215826.6 "SYNGR2P1"
299721 "LINC02137"
157694 "PPIAP48"
509257.2 "LINC02240"
412237.8 "LINC02846"
126853.8 "DUX4L47"
815300 "CENPN-AS1"
789979.8 "CD2BP2-DT"
3269255.8 "CCDC187"
76459.2 "UBL5P4"
1057271.2 "CDH13-AS2"
160443.4 "PPIAP51"
2615659 "FRRS1L"
791118.4 "KDM7A-DT"
673110.2 "PWRN4"
633454.4 "ZNRD2-DT"
789521.2 "PTPN23-DT"
325056.4 "PMF1-BGLAP"
731193.4 "LINC02533"
731193.4 "LINC02533"
182583.2 "APOOP5"
109909.8 "SUB1P4"
231951.2 "LINC02166"
182093.8 "SNHG19"
161801.2 "LINC02194"
251521 "LINC02562"
1069964.4 "PPIAP46"
532200.6 "LINC00919"
747313 "BMP2K-DT"
