"Gene" "Cannonical" "Length" "Cromo"
"RNA5SP445" 1 115 "17"
"RNA5SP511" 1 115 "X"
"RNA5SP280" 1 115 "9"
"RNA5SP332" 1 115 "11"
"RNU5F-7P" 1 115 "X"
"RNA5SP165" 1 115 "4"
"RNA5SP171" 1 115 "4"
"RNA5SP189" 1 115 "5"
"RNU6ATAC12P" 1 115 "11"
"MIR6892" 1 115 "HG708_PATCH"
"RNA5SP363" 1 115 "12"
"RNA5SP372" 1 115 "12"
"RNA5SP226" 1 115 "6"
"MIR454" 1 115 "17"
"RNA5SP478" 1 115 "20"
"RNA5SP389" 1 115 "14"
"MIR5195" 1 115 "14"
"MIR663B" 1 115 "2"
"RNA5SP161" 1 115 "4"
"RNU5E-6P" 1 115 "1"
"RNA5SP308" 1 115 "10"
"MIR4524B" 1 115 "17"
"RNA5SP143" 1 115 "3"
"MIR5196" 1 115 "19"
"RNA5SP110" 1 115 "2"
"RNA5SP415" 1 115 "16"
"RNA5SP42" 1 115 "1"
"RNU5B-3P" 1 115 "3"
"RNA5SP436" 1 115 "17"
"RNU6-548P" 1 115 "2"
"RNA5SP49" 1 115 "1"
"RNU5A-8P" 1 114 "HG1832_PATCH"
"RNY1P8" 1 114 "13"
"RNA5SP492" 1 114 "21"
"RNA5SP456" 1 114 "18"
"RNA5SP405" 1 114 "16"
"MIR431" 1 114 "14"
"RNA5SP185" 1 114 "5"
"RNA5SP235" 1 114 "7"
"RNA5SP241" 1 114 "7"
"RNU4-47P" 1 114 "17"
"MIR548O" 1 114 "7"
"RNA5SP99" 1 114 "2"
"SNORD89" 1 114 "2"
"RNA5SP130" 1 114 "3"
"RNA5SP138" 1 114 "3"
"RNU5A-3P" 1 114 "8"
"TMSB4XP3" 1 114 "7"
"MIR5189" 1 114 "16"
"MIR765" 1 114 "1"
"RNU6-436P" 1 114 "2"
"RNU5F-4P" 1 114 "12"
"RNA5SP411" 1 114 "16"
"RNA5SP433" 1 114 "16"
"RNA5SP93" 1 114 "2"
"RNA5SP520" 1 113 "Y"
"RNA5SP523" 1 113 "Y"
"RNA5SP293" 1 113 "9"
"RNY1P10" 1 113 "16"
"RNA5SP390" 1 113 "15"
"RNU2-46P" 1 113 "9"
"RNU4-71P" 1 113 "8"
"RNA5SP297" 1 113 "10"
"MIR1255A" 1 113 "4"
"RNU6-335P" 1 113 "4"
"RNA5SP194" 1 113 "5"
"RNA5SP237" 1 113 "7"
"RNA5SP359" 1 113 "12"
"RNU6-815P" 1 113 "3"
"MIR6786" 1 113 "17"
"MIR5571" 1 113 "22"
"RNA5SP219" 1 113 "6"
"RNA5SP105" 1 113 "2"
"RNA5SP233" 1 113 "7"
"RNY1P11" 1 113 "7"
"RNA5SP227" 1 113 "7"
"RNA5SP256" 1 113 "8"
"MIR1250" 1 113 "17"
"RNY1" 1 113 "7"
"MIR6839" 1 113 "7"
"MIR6076" 1 113 "14"
"MIR5188" 1 113 "12"
"RNA5SP379" 1 113 "12"
"RNA5SP273" 1 113 "8"
"RNU2-42P" 1 113 "10"
"RNU4ATAC12P" 1 113 "12"
"RNU5B-2P" 1 113 "3"
"RNU2-13P" 1 113 "2"
"COX8BP" 1 113 "11"
"RNA5SP114" 1 113 "2"
"MIR6740" 1 113 "1"
"MIR548J" 1 112 "22"
"RNU6-83P" 1 112 "13"
"RNU6-1219P" 1 112 "22"
"YWHAEP2" 1 112 "17"
"RNU6-829P" 1 112 "9"
"RNA5SP382" 1 112 "14"
"RNY1P1" 1 112 "13"
"RNU6-313P" 1 112 "7"
"RNA5SP376" 1 112 "12"
"RNA5SP501" 1 112 "X"
"RNA5SP63" 1 112 "1"
"MIR1298" 1 112 "X"
"RNA5SP462" 1 112 "19"
"RNA5SP392" 1 112 "15"
"MIR497" 1 112 "17"
"RNA5SP168" 1 112 "4"
"RNU6-1255P" 1 112 "8"
"RNA5SP377" 1 112 "12"
"RNA5SP525" 1 112 "X"
"RNA5SP425" 1 112 "16"
"RNA5SP438" 1 112 "17"
"RNU6-593P" 1 112 "11"
"RNA5SP244" 1 112 "7"
"RNU6-618P" 1 112 "12"
"RNA5SP406" 1 112 "16"
"RNA5SP120" 1 112 "2"
"MIR5197" 1 112 "5"
"RNU5B-4P" 1 111 "HG1395_PATCH"
"RNU5A-4P" 1 111 "13"
"RNU6-994P" 1 111 "20"
"RNU6-976P" 1 111 "14"
"RNU6-1004P" 1 111 "HG2047_PATCH"
"RNA5SP484" 1 111 "20"
"MIR766" 1 111 "X"
"RNA5SP260" 1 111 "8"
"MIR548H4" 1 111 "8"
"RNA5SP272" 1 111 "8"
"RNU6-344P" 1 111 "6"
"RNA5SP298" 1 111 "10"
"RNA5SP321" 1 111 "10"
"SNORD90" 1 111 "9"
"RNA5SP514" 1 111 "X"
"RNA5SP154" 1 111 "4"
"RNU6-891P" 1 111 "4"
"RNA5SP296" 1 111 "9"
"RNU6ATAC10P" 1 111 "5"
"MIR3666" 1 111 "7"
"RNU6-1258P" 1 111 "HSCHR14_7_CTG1"
"RNY1P16" 1 111 "12"
"RNU6-346P" 1 111 "18"
"DDX3P2" 1 111 "X"
"RNA5SP80" 1 111 "1"
"RNA5SP400" 1 111 "15"
"MIR448" 1 111 "X"
"RNU6-650P" 1 111 "7"
"RNA5SP448" 1 111 "17"
"MIR365B" 1 111 "17"
"RDXP2" 1 111 "X"
"RNA5SP265" 1 111 "8"
"MIR3910-1" 1 111 "9"
"RNA5SP75" 1 111 "1"
"RNU5F-8P" 1 111 "1"
"MIR1289-2" 1 111 "5"
"RNA5SP350" 1 111 "11"
"RNU6-606P" 1 111 "5"
"RNA5SP416" 1 111 "16"
"RNA5SP422" 1 111 "16"
"RNU6-1249P" 1 111 "17"
"RPS29P30" 1 111 "19"
"RNU6-731P" 1 111 "1"
"SNORD67" 1 111 "11"
"MIR181C" 1 110 "HG109_PATCH"
"MIR5006" 1 110 "13"
"RNU6-1257P" 1 110 "20"
"RNA5SP25" 1 110 "13"
"RNY1P7" 1 110 "13"
"RNU6-857P" 1 110 "18"
"RNA5SP385" 1 110 "14"
"RNA5SP430" 1 110 "16"
"RN7SKP233" 1 110 "16"
"MIR223" 1 110 "X"
"MIR181A2" 1 110 "9"
"MIR7-1" 1 110 "9"
"MIR7-2" 1 110 "15"
"RNU6-478P" 1 110 "10"
"RNA5SP326" 1 110 "10"
"SNORD23" 1 110 "19"
"MIR192" 1 110 "11"
"RNA5SP156" 1 110 "4"
"RNU6-699P" 1 110 "4"
"RNA5SP451" 1 110 "18"
"RNU6-1079P" 1 110 "5"
"SNORD8" 1 110 "14"
"MIR204" 1 110 "9"
"RNU6-1187P" 1 110 "4"
"RNU6-139P" 1 110 "3"
"MIR202" 1 110 "10"
"MIR212" 1 110 "17"
"RNA5SP40" 1 110 "1"
"MIR34A" 1 110 "1"
"RNA5SP43" 1 110 "1"
"RNA5SP533" 1 110 "1"
"MIR205" 1 110 "1"
"RNA5SP62" 1 110 "1"
"RNA5SP402" 1 110 "15"
"MIR6084" 1 110 "1"
"MIR210" 1 110 "11"
"RNA5SP100" 1 110 "2"
"RNA5SP475" 1 110 "20"
"RNU6-541P" 1 110 "14"
"MIR3936" 1 110 "5"
"RNU6-467P" 1 110 "17"
"RNA5SP495" 1 110 "22"
"RNU6-1203P" 1 110 "12"
"MIR211" 1 110 "15"
"MIR219A1" 1 110 "6"
"MIR199B" 1 110 "9"
"MIR6085" 1 110 "15"
"RNU6-183P" 1 110 "5"
"RNA5SP164" 1 110 "4"
"MIR203A" 1 110 "14"
"MIR221" 1 110 "X"
"MIR222" 1 110 "X"
"MIR548Y" 1 110 "14"
"RNU6-405P" 1 110 "17"
"MIR182" 1 110 "7"
"MIR183" 1 110 "7"
"MIR218-1" 1 110 "4"
"RNA5SP152" 1 110 "4"
"RNU6ATAC19P" 1 110 "2"
"MIR218-2" 1 110 "5"
"MIR10B" 1 110 "2"
"MIR7-3" 1 110 "19"
"RNA5SP176" 1 110 "5"
"RNU6-878P" 1 110 "11"
"RNA5SP407" 1 110 "16"
"RNU6-834P" 1 110 "12"
"MIR196A2" 1 110 "12"
"MIR10A" 1 110 "17"
"RNA5SP529" 1 110 "1"
"MIR214" 1 110 "1"
"MIR199A2" 1 110 "1"
"MIR215" 1 110 "1"
"RNU6-491P" 1 110 "12"
"RNU6-517P" 1 110 "7"
"RNA5SP59" 1 110 "1"
"RNU6-557P" 1 110 "3"
"RNA5SP335" 1 110 "11"
"MIR181B1" 1 110 "1"
"MIR181A1" 1 110 "1"
"RNA5SP124" 1 110 "3"
"MIR217" 1 110 "2"
"MIR216A" 1 110 "2"
"MIR2682" 1 110 "1"
"RNA5SP92" 1 110 "2"
"MIR6130" 1 109 "21"
"RNA5SP489" 1 109 "21"
"RNU6-61P" 1 109 "13"
"RNU6-916P" 1 109 "18"
"RNU6-903P" 1 109 "18"
"MIR187" 1 109 "18"
"RNU6-116P" 1 109 "18"
"RNY1P6" 1 109 "13"
"RNY1P9" 1 109 "22"
"RNU6-432P" 1 109 "9"
"RNU6-468P" 1 109 "17"
"MIR6129" 1 109 "17"
"MIR3911" 1 109 "9"
"RNU6-984P" 1 109 "9"
"MIR3942" 1 109 "15"
"RNA5SP469" 1 109 "19"
"RNA5SP349" 1 109 "11"
"RNU6-278P" 1 109 "HG2225_PATCH"
"MIR124-2" 1 109 "8"
"RNU6-914P" 1 109 "8"
"MIR6082" 1 109 "4"
"RNU6-1214P" 1 109 "4"
"RNA5SP351" 1 109 "11"
"RNU6-660P" 1 109 "5"
"RNU6-797P" 1 109 "7"
"RNA5SP147" 1 109 "3"
"MIR6132" 1 109 "7"
"RNU6-1128P" 1 109 "22"
"RNA5SP496" 1 109 "22"
"RNA5SP480" 1 109 "20"
"RNA5SP22" 1 109 "1"
"RNU4ATAC8P" 1 109 "1"
"RNA5SP259" 1 109 "8"
"RNU6-746P" 1 109 "4"
"MIR6128" 1 109 "11"
"RNA5SP88" 1 109 "2"
"RNU6-195P" 1 109 "19"
"RNA5SP429" 1 109 "16"
"RNA5SP47" 1 109 "1"
"MIR6127" 1 109 "1"
"MIR378J" 1 109 "17"
"RNA5SP465" 1 109 "19"
"RNU6-678P" 1 109 "3"
"RNA5SP19" 1 109 "1"
"MIR767" 1 109 "HSCHRX_1_CTG14"
"MIR6134" 1 109 "X"
"RNU6-1121P" 1 109 "10"
"RNU6-1336P" 1 109 "4"
"RNU6-398P" 1 109 "14"
"RNA5SP79" 1 109 "1"
"MIR6131" 1 109 "5"
"RNA5SP328" 1 109 "10"
"RNA5SP218" 1 109 "6"
"RNA5SP74" 1 109 "1"
"RNA5SP126" 1 109 "3"
"MIR5193" 1 109 "3"
"RNU6-621P" 1 109 "3"
"RNA5SP409" 1 109 "16"
"RNA5SP413" 1 109 "16"
"RNA5SP423" 1 109 "16"
"RNU6-1012P" 1 109 "12"
"RNA5SP337" 1 109 "11"
"RNA5SP118" 1 109 "2"
"RNU6-1290P" 1 109 "2"
"RNU6-941P" 1 108 "Y"
"RNU6-992P" 1 108 "21"
"RNU6-563P" 1 108 "20"
"RNU6-146P" 1 108 "X"
"RNU6-332P" 1 108 "X"
"RNU6-974P" 1 108 "X"
"RNU6-493P" 1 108 "X"
"RNA5SP266" 1 108 "HG2067_PATCH"
"RNU6-353P" 1 108 "15"
"RNU6-543P" 1 108 "10"
"RNA5SP324" 1 108 "10"
"RNU6-839P" 1 108 "10"
"RNU6-967P" 1 108 "19"
"RNU6-1218P" 1 108 "8"
"RNU6-1220P" 1 108 "8"
"RNA5SP274" 1 108 "8"
"RNU6-140P" 1 108 "HG26_PATCH"
"RNA5SP403" 1 108 "16"
"RNU6-1230P" 1 108 "4"
"RNU6-838P" 1 108 "4"
"RNU6-359P" 1 108 "16"
"RNU6-374P" 1 108 "5"
"RNA5SP184" 1 108 "5"
"RNU6-1119P" 1 108 "5"
"RNU6-837P" 1 108 "12"
"RNU6-808P" 1 108 "12"
"RNA5SP369" 1 108 "12"
"RNA5SP345" 1 108 "11"
"MIR3944" 1 108 "10"
"RNU6-879P" 1 108 "12"
"RNU6-1184P" 1 108 "7"
"RNA5SP505" 1 108 "X"
"RNU6-605P" 1 108 "1"
"RNU6-1026P" 1 108 "1"
"RNA5SP73" 1 108 "1"
"RNU6-1312P" 1 108 "2"
"RNA5SP122" 1 108 "2"
"RNU6-619P" 1 108 "2"
"RNA5SP282" 1 108 "9"
"RNU6-502P" 1 108 "6"
"RNU6-864P" 1 108 "14"
"RNU6-818P" 1 108 "4"
"RNU6-1244P" 1 108 "10"
"RNU6-613P" 1 108 "2"
"RNU6-1300P" 1 108 "8"
"RNU6-847P" 1 108 "10"
"RNU6-519P" 1 108 "8"
"RNA5SP464" 1 108 "19"
"RNA5SP466" 1 108 "19"
"RNU6-607P" 1 108 "8"
"RNU6-460P" 1 108 "5"
"RNU6-444P" 1 108 "6"
"RNU6-1309P" 1 108 "1"
"RNY1P14" 1 108 "4"
"RNU6-1316P" 1 108 "14"
"RNU6-1095P" 1 108 "10"
"MIR6133" 1 108 "7"
"RNU6-924P" 1 108 "19"
"RNU6-429P" 1 108 "5"
"RNU6-31P" 1 108 "2"
"RNU6-87P" 1 108 "12"
"RNA5SP417" 1 108 "16"
"RNU6-381P" 1 108 "5"
"RNU6-319P" 1 108 "9"
"RNA5SP435" 1 108 "17"
"RNU6-137P" 1 108 "2"
"RNU6-483P" 1 108 "3"
"RNU6-560P" 1 108 "11"
"RNA5SP89" 1 108 "2"
"RNU6-952P" 1 108 "11"
"RNU6-1270P" 1 108 "3"
"RNU6-720P" 1 108 "3"
"RNU6-1120P" 1 108 "3"
"RNA5SP94" 1 108 "2"
"RNU6-371P" 1 108 "1"
"RNA5SP101" 1 108 "2"
"RNU6-510P" 1 108 "1"
"RNA5SP136" 1 107 "HG126_PATCH"
"RNU6-109P" 1 107 "Y"
"RNU6-184P" 1 107 "Y"
"RNU6-1072P" 1 107 "HG1342_HG2282_PATCH"
"RNU6-771P" 1 107 "HG1342_HG2282_PATCH"
"RNU6-485P" 1 107 "HG1398_PATCH"
"RNU6-286P" 1 107 "21"
"RNU6-614P" 1 107 "21"
"RNU6-696P" 1 107 "21"
"RNU6-859P" 1 107 "21"
"RNU6-80P" 1 107 "13"
"RNU6-79P" 1 107 "13"
"RNU6-54P" 1 107 "13"
"RNU6-38P" 1 107 "13"
"RNU6-954P" 1 107 "21"
"RNU6-71P" 1 107 "13"
"RNU6-349P" 1 107 "18"
"RNU6-708P" 1 107 "18"
"RNU6-737P" 1 107 "18"
"RNU6-567P" 1 107 "18"
"RNU6-142P" 1 107 "18"
"RNU6-1037P" 1 107 "18"
"RNU6-39P" 1 107 "18"
"RNU6-655P" 1 107 "18"
"RNU6-1131P" 1 107 "18"
"RNU6-74P" 1 107 "13"
"RNU6-78P" 1 107 "13"
"RNU6-639P" 1 107 "20"
"RNU6-929P" 1 107 "20"
"RNU6-1251P" 1 107 "20"
"RNU6-495P" 1 107 "22"
"RNU6-73P" 1 107 "13"
"RNU6-476P" 1 107 "22"
"RNU6-742P" 1 107 "18"
"RNU6-219P" 1 107 "18"
"RNU6-59P" 1 107 "13"
"RNU6-1019P" 1 107 "20"
"RNU6-458P" 1 107 "14"
"RNU6-8" 1 107 "14"
"RNU6-7" 1 107 "14"
"RNU6-301P" 1 107 "14"
"RNU6-91P" 1 107 "14"
"RNU6-810P" 1 107 "22"
"RNU6-1340P" 1 107 "16"
"RNU6-21P" 1 107 "16"
"RNU6-133P" 1 107 "X"
"RNU6-641P" 1 107 "X"
"RNU6-49P" 1 107 "X"
"RNU6-1124P" 1 107 "X"
"RNU6-562P" 1 107 "X"
"RNU6-995P" 1 107 "X"
"RNU6-345P" 1 107 "X"
"RNU6-394P" 1 107 "X"
"RNU6-648P" 1 107 "X"
"RNU6-1323P" 1 107 "X"
"RNU6-3P" 1 107 "X"
"RNU6-926P" 1 107 "21"
"RNU6-246P" 1 107 "9"
"RNU6-1293P" 1 107 "9"
"RNU6-1303P" 1 107 "9"
"RNU6-1228P" 1 107 "9"
"RNU6-996P" 1 107 "9"
"RNU6-329P" 1 107 "9"
"RNU6-55P" 1 107 "13"
"RNU6-1267P" 1 107 "17"
"RNU6-82P" 1 107 "13"
"RNU6-1326P" 1 107 "21"
"RNU6-457P" 1 107 "16"
"RNU6-1005P" 1 107 "16"
"RNU6-196P" 1 107 "16"
"RNA5SP340" 1 107 "HG2114_PATCH"
"RNU6-1321P" 1 107 "X"
"RNU6-854P" 1 107 "X"
"RNU6-689P" 1 107 "14"
"RNU6-631P" 1 107 "15"
"RNU6-1" 1 107 "15"
"RNU6-380P" 1 107 "15"
"RNU6-185P" 1 107 "15"
"RNU4-26P" 1 107 "9"
"RNU6-340P" 1 107 "18"
"RNU6-610P" 1 107 "15"
"RNU6-354P" 1 107 "15"
"RNU6-86P" 1 107 "9"
"RNA5SP300" 1 107 "10"
"RNU6-1141P" 1 107 "10"
"RNA5SP306" 1 107 "10"
"RNU6-413P" 1 107 "10"
"RNU6-18P" 1 107 "15"
"RNU6-129P" 1 107 "10"
"RNU6-463P" 1 107 "10"
"RNU6-1165P" 1 107 "10"
"RNU6-43P" 1 107 "10"
"RNU6-15P" 1 107 "10"
"RNU6-1178P" 1 107 "17"
"RNU6-934P" 1 107 "X"
"RNU6-306P" 1 107 "10"
"RNU6-330P" 1 107 "X"
"RNU6-99P" 1 107 "11"
"MIR3973" 1 107 "11"
"RNU6-544P" 1 107 "11"
"RNU6-16P" 1 107 "11"
"RNU6-252P" 1 107 "14"
"RNU6-946P" 1 107 "10"
"RNU6-490P" 1 107 "10"
"RNU6-767P" 1 107 "17"
"RNU6-1274P" 1 107 "10"
"RNU6-533P" 1 107 "8"
"RNU6-356P" 1 107 "8"
"RNU6-819P" 1 107 "8"
"RNU6-13P" 1 107 "8"
"RNU6-656P" 1 107 "8"
"RNU6-1040P" 1 107 "8"
"RNU6-1172P" 1 107 "8"
"RNU6-703P" 1 107 "8"
"RNU6-748P" 1 107 "8"
"RNU6-12P" 1 107 "8"
"RNU6-522P" 1 107 "6"
"RNU6-263P" 1 107 "6"
"RNU6-1060P" 1 107 "6"
"RNU6-754P" 1 107 "6"
"RNU6-248P" 1 107 "6"
"RNU6-1106P" 1 107 "6"
"RNU6-1163P" 1 107 "6"
"RNU6-214P" 1 107 "6"
"RNU6-1226P" 1 107 "6"
"RNU6-200P" 1 107 "6"
"RNU6-1222P" 1 107 "6"
"RNU6-896P" 1 107 "6"
"RNA5SP264" 1 107 "8"
"RNU6-1269P" 1 107 "9"
"RNU6-657P" 1 107 "10"
"RNU6-1191P" 1 107 "16"
"RNU6-787P" 1 107 "HG2235_PATCH"
"RNY1P15" 1 107 "9"
"RNU6-820P" 1 107 "9"
"RNU6-571P" 1 107 "10"
"RNU6-1268P" 1 107 "14"
"RNU6-23P" 1 107 "16"
"RNU6-883P" 1 107 "10"
"RNU6-1084P" 1 107 "HG76_PATCH"
"RNU6-1021P" 1 107 "18"
"RNU6-1210P" 1 107 "18"
"RNU6-729P" 1 107 "HG76_PATCH"
"RNU6-1151P" 1 107 "HG76_PATCH"
"RNU6-842P" 1 107 "HG76_PATCH"
"RNU6-420P" 1 107 "4"
"RNU6-931P" 1 107 "4"
"RNU6-499P" 1 107 "4"
"RNU6-774P" 1 107 "4"
"RNU6-34P" 1 107 "4"
"RNU6-948P" 1 107 "4"
"RNU6-119P" 1 107 "4"
"RNU6-224P" 1 107 "4"
"RNU6-666P" 1 107 "10"
"RNU6-452P" 1 107 "10"
"RNU6-953P" 1 107 "15"
"RNU6-668P" 1 107 "4"
"RNU6-317P" 1 107 "19"
"RNU6-339P" 1 107 "15"
"RNU6-796P" 1 107 "15"
"RNU6-1278P" 1 107 "18"
"RNU6-24P" 1 107 "17"
"RNA5SP177" 1 107 "5"
"RNU6-378P" 1 107 "5"
"RNU6-909P" 1 107 "5"
"RNU6-480P" 1 107 "5"
"RNU6-1296P" 1 107 "5"
"RNU6-448P" 1 107 "5"
"RNU6-804P" 1 107 "5"
"RNU6-47P" 1 107 "5"
"RNU6-701P" 1 107 "5"
"RNU6-260P" 1 107 "5"
"RNU6-500P" 1 107 "5"
"RNU6-209P" 1 107 "5"
"RNU6-104P" 1 107 "8"
"RNU6-117P" 1 107 "6"
"RNU6-1103P" 1 107 "7"
"RNU6-1125P" 1 107 "7"
"RNU6-1335P" 1 107 "7"
"RNU6-417P" 1 107 "7"
"RNU6-973P" 1 107 "7"
"RNU6-10P" 1 107 "7"
"RNU6-532P" 1 107 "7"
"RNU6-364P" 1 107 "7"
"RNU6-331P" 1 107 "22"
"RNU6-697P" 1 107 "10"
"RNU6-45P" 1 107 "11"
"RNU6-393P" 1 107 "7"
"RNU6-1260P" 1 107 "9"
"RNU6-799P" 1 107 "17"
"RNU6-17P" 1 107 "HSCHR15_6_CTG8"
"RNU6-1207P" 1 107 "HSCHR10_1_CTG2"
"RNU6-275P" 1 107 "12"
"RNU6-472P" 1 107 "12"
"RNU6-1093P" 1 107 "12"
"RNU6-333P" 1 107 "12"
"RNU6-595P" 1 107 "12"
"RNU6-768P" 1 107 "12"
"RNU6-735P" 1 107 "12"
"RNU6-247P" 1 107 "12"
"RNU6-1188P" 1 107 "12"
"RNU6-245P" 1 107 "X"
"RNU6-530P" 1 107 "7"
"RNU6-905P" 1 107 "3"
"MIR548AY" 1 107 "3"
"RNU6-243P" 1 107 "3"
"RNU6-235P" 1 107 "3"
"RNU6-873P" 1 107 "3"
"RNU6-461P" 1 107 "3"
"RNU6-1127P" 1 107 "3"
"RNU6-509P" 1 107 "3"
"RNU6-486P" 1 107 "3"
"RNU6-505P" 1 107 "3"
"RNU6-1109P" 1 107 "3"
"RNU6-132P" 1 107 "15"
"RNU6-865P" 1 107 "3"
"RNU6-1111P" 1 107 "15"
"RNA5SP386" 1 107 "14"
"RNU6-1067P" 1 107 "10"
"RNU6-85P" 1 107 "7"
"RNU6-589P" 1 107 "X"
"RNU6-316P" 1 107 "18"
"RNU6-831P" 1 107 "18"
"RNU6-1158P" 1 107 "17"
"RNU6-921P" 1 107 "14"
"RNU6-1130P" 1 107 "X"
"RNU6-816P" 1 107 "22"
"RNU6-1020P" 1 107 "9"
"RNU6-266P" 1 107 "X"
"RNU6-283P" 1 107 "6"
"RNU6-890P" 1 107 "6"
"RNU6-1243P" 1 107 "11"
"RNU6-222P" 1 107 "HSCHR19KIR_0010-5217-AB_CTG3_1"
"RNU6-1083P" 1 107 "12"
"RNU6-713P" 1 107 "12"
"RNU6-686P" 1 107 "15"
"RNU6-741P" 1 107 "15"
"RNU6-811P" 1 107 "10"
"RNU6-807P" 1 107 "15"
"RNU6-702P" 1 107 "18"
"RNU6-1032P" 1 107 "18"
"RNU6-535P" 1 107 "10"
"RNU6-661P" 1 107 "5"
"RNU6-1250P" 1 107 "10"
"RNU6-1050P" 1 107 "18"
"RNU6-20P" 1 107 "16"
"RNU6-841P" 1 107 "19"
"RNU6-698P" 1 107 "19"
"RNU6-636P" 1 107 "1"
"RNU6-753P" 1 107 "1"
"RNU6-1237P" 1 107 "1"
"RNA5SP50" 1 107 "1"
"RNU6-750P" 1 107 "1"
"RNU6-125P" 1 107 "1"
"RNU6-352P" 1 107 "1"
"RNU6-41P" 1 107 "1"
"RNU6-609P" 1 107 "1"
"RNU6-181P" 1 107 "15"
"RNU6-1227P" 1 107 "3"
"RNU6-812P" 1 107 "2"
"RNU6-674P" 1 107 "2"
"RNU6-259P" 1 107 "2"
"RNU6-546P" 1 107 "2"
"RNU6-580P" 1 107 "2"
"RNU6-989P" 1 107 "2"
"RNU6-1045P" 1 107 "2"
"RNU6-766P" 1 107 "2"
"RNU6-624P" 1 107 "2"
"RNU6-451P" 1 107 "2"
"RNU6-268P" 1 107 "2"
"RNU6-169P" 1 107 "2"
"RNU6-1081P" 1 107 "2"
"RNU6-1311P" 1 107 "5"
"RNU6-1164P" 1 107 "5"
"RNU6-959P" 1 107 "2"
"RNU6-669P" 1 107 "9"
"RNU6-923P" 1 107 "5"
"RNU6-1031P" 1 107 "1"
"RNU6-122P" 1 107 "X"
"RNU6-828P" 1 107 "1"
"RNU6-37P" 1 107 "1"
"RNU6-1159P" 1 107 "20"
"RNU6-115P" 1 107 "20"
"RNU6-127P" 1 107 "2"
"RNU6-1013P" 1 107 "9"
"RNU6-991P" 1 107 "1"
"RNU6-1189P" 1 107 "X"
"RNU6-939P" 1 107 "2"
"RNA5SP343" 1 107 "11"
"RNU6-726P" 1 107 "3"
"RNU6-1056P" 1 107 "X"
"RNU6-29P" 1 107 "X"
"RNU6-296P" 1 107 "7"
"RNU6-11P" 1 107 "7"
"RNU6-603P" 1 107 "6"
"RNU6-368P" 1 107 "9"
"RNU6-35P" 1 107 "4"
"RNU6-30P" 1 107 "X"
"RNU6-205P" 1 107 "4"
"RNU6-289P" 1 107 "4"
"RNU6-204P" 1 107 "4"
"RNU6-625P" 1 107 "17"
"RNU6-410P" 1 107 "4"
"RNU6-1132P" 1 107 "2"
"RNU6-175P" 1 107 "2"
"RNU6-456P" 1 107 "5"
"RNU6-28P" 1 107 "22"
"RNU6-848P" 1 107 "2"
"RNU6-1204P" 1 107 "14"
"RNU6-833P" 1 107 "10"
"RNU6-98P" 1 107 "X"
"RNU6-131P" 1 107 "17"
"RNU6-1287P" 1 107 "15"
"RNU6-128P" 1 107 "4"
"RNU6-972P" 1 107 "X"
"RNU6-1105P" 1 107 "3"
"RNU6-27P" 1 107 "20"
"RNU6-1272P" 1 107 "7"
"MIR6074" 1 107 "12"
"RNU6-626P" 1 107 "6"
"RNU6-590P" 1 107 "12"
"RNU6-449P" 1 107 "15"
"RNU6-428P" 1 107 "3"
"RNU6-1049P" 1 107 "HSCHR2_12_CTG7_2"
"RNU6-647P" 1 107 "2"
"RNU6-1027P" 1 107 "2"
"RNU6-933P" 1 107 "11"
"RNU6-813P" 1 107 "6"
"RNU6-103P" 1 107 "16"
"RNU6-481P" 1 107 "1"
"RNU6-809P" 1 107 "1"
"RNU6-1155P" 1 107 "16"
"RNU6-1197P" 1 107 "8"
"RNU6-193P" 1 107 "10"
"RNU6-42P" 1 107 "3"
"RNU6-628P" 1 107 "8"
"RNU6-6P" 1 107 "10"
"RNU6-1292P" 1 107 "11"
"MIR5004" 1 107 "6"
"RNU6-1275P" 1 107 "2"
"RNU6-326P" 1 107 "7"
"RNU6-949P" 1 107 "1"
"RNU6-821P" 1 107 "HSCHR3_9_CTG3"
"RNU6-944P" 1 107 "16"
"RNU6-430P" 1 107 "16"
"RNU6-574P" 1 107 "12"
"RNU6-761P" 1 107 "6"
"RNU6-880P" 1 107 "1"
"RNU6-208P" 1 107 "16"
"RNU6-147P" 1 107 "20"
"RNU6-869P" 1 107 "8"
"RNU6-1011P" 1 107 "8"
"RNU6-179P" 1 107 "1"
"RNU6-616P" 1 107 "X"
"RNU6-1080P" 1 107 "7"
"RNU6-489P" 1 107 "17"
"RNU6-538P" 1 107 "9"
"RNU6-106P" 1 107 "1"
"RNU6-1193P" 1 107 "9"
"RNU6-1082P" 1 107 "9"
"RNU6-950P" 1 107 "12"
"RNU6-1229P" 1 107 "7"
"RNU6-1085P" 1 107 "7"
"RNU6-1029P" 1 107 "2"
"RNU6-1209P" 1 107 "8"
"RNU6-665P" 1 107 "8"
"RNU6-226P" 1 107 "5"
"RNU6-144P" 1 107 "8"
"RNU6-1009P" 1 107 "12"
"RNU6-988P" 1 107 "8"
"RNU6-323P" 1 107 "8"
"RNU6-599P" 1 107 "9"
"RNU6-1035P" 1 107 "9"
"RNU6-156P" 1 107 "9"
"RNU6-1055P" 1 107 "4"
"RNU6-1324P" 1 107 "8"
"RNU6-511P" 1 107 "3"
"RNU6-477P" 1 107 "5"
"RNU6-1145P" 1 107 "2"
